agent_id,epoch,max_influence,mean_composite_score,mean_influence,mean_physics_score,mean_sensor_score,min_influence,n_observations,split,std_influence
11,1,0.023901017382740974,0.6044839501380921,0.016903775557875634,0.0013095069909468294,0.08562554270029069,0.009204424917697906,5,validation,0.005272792185833576
12,1,0.1228490024805069,0.2678912103176117,0.09289416372776031,0.0004719063814263791,0.08477524966001511,0.04336579144001007,5,validation,0.03313963410841112
13,1,0.15210750699043274,0.22973358929157256,0.11529203206300735,0.00022872454137541355,0.08770226240158081,0.04067616164684296,5,validation,0.04324412914550371
14,1,0.13968557119369507,0.1874314069747925,0.13019109815359114,0.00023226381745189428,0.08276625871658325,0.11963466554880142,5,validation,0.0071536944720672424
15,1,0.09882038086652756,0.2805471122264862,0.08266095072031021,0.0006768865277990699,0.08004066944122315,0.06328441202640533,5,validation,0.014379533420107901
0,2,0.06828708946704865,0.42816001176834106,0.04882291816174984,0.0012525622500106693,0.08574061095714569,0.020484479144215584,5,train,0.019100957229103366
1,2,0.10871444642543793,0.34399503469467163,0.07866157367825508,0.0004292791709303856,0.09425982981920242,0.021060917526483536,5,train,0.03477984961201912
2,2,0.09702612459659576,0.4021035969257355,0.05763753019273281,0.0007829903624951839,0.09542386084794999,0.021281881257891655,5,train,0.028429002502342607
3,2,0.09030324220657349,0.37005333304405214,0.06202042549848556,0.0009158192202448845,0.08840932995080948,0.04197849705815315,5,train,0.017504393539745006
4,2,0.06430346518754959,0.4649388551712036,0.0460283350199461,0.0011549953953363002,0.09026565849781036,0.008220324292778969,5,train,0.022899778104630706
5,2,0.01194053702056408,0.8247539520263671,0.007466391334310174,0.0019029466435313224,0.10732157975435257,0.0028195290360599756,5,train,0.004431798956987644
6,2,0.03859133645892143,0.6833782374858857,0.015582595951855183,0.0016627233941107987,0.11135491728782654,0.006974423304200172,5,train,0.013136772706953114
7,2,0.15864089131355286,0.34401869475841523,0.08039810881018639,0.00043194293393753467,0.09380876123905182,0.032320864498615265,5,train,0.051231629601541304
8,2,0.16887220740318298,0.2655375063419342,0.12321643494069576,0.0004324018722400069,0.0890599399805069,0.0225426834076643,5,train,0.05778431877265339
9,2,0.09043056517839432,0.4110435664653778,0.057710258103907106,0.0007300047669559717,0.09642998725175858,0.013658163137733936,5,train,0.0280876927324556
10,2,0.09924233704805374,0.4201855599880219,0.05631335973739624,0.0005617163551505655,0.10002648830413818,0.018568679690361023,5,train,0.03591523006499435
11,2,0.11939246207475662,0.3809561312198639,0.06694607809185982,0.000725546752801165,0.09225241243839263,0.02445743978023529,5,train,0.03986818278144324
12,2,0.05176916718482971,0.48246854543685913,0.03704526275396347,0.0017465560464188456,0.08180090636014939,0.015608631074428558,5,train,0.013963084275042057
13,2,0.09354845434427261,0.3346372485160828,0.0739637553691864,0.0007634250563569367,0.0868116170167923,0.050408847630023956,5,train,0.019446650467754255
14,2,0.13265156745910645,0.25272020101547243,0.10920225679874421,0.0005929886363446712,0.0845136970281601,0.08876713365316391,5,train,0.0166334730895729
15,2,0.08476006984710693,0.31683921813964844,0.07898467630147935,0.0009781468310393394,0.08423163890838622,0.0630238801240921,5,train,0.009054801826345096
0,2,0.04344145208597183,0.4332540571689606,0.040263913571834564,0.001206745207309723,0.08524638265371323,0.03584601357579231,5,validation,0.002876822280398264
1,2,0.12880143523216248,0.36357097029685975,0.06985571086406708,0.0004202375072054565,0.0935177132487297,0.016493581235408783,5,validation,0.04311984585001631
2,2,0.0902128592133522,0.43813390135765073,0.04748228006064892,0.000784770178142935,0.09444151520729065,0.016422849148511887,5,validation,0.030432385117489132
3,2,0.07828547060489655,0.3434827089309692,0.064277895539999,0.0008687306893989444,0.08451018631458282,0.04218283295631409,5,validation,0.013635597769038697
4,2,0.0518927201628685,0.43947352170944215,0.04064274840056896,0.0010811246698722242,0.08898890316486359,0.023078767582774162,5,validation,0.012185758245976725
5,2,0.008722430095076561,0.8356797814369201,0.005800071824342013,0.001717383344657719,0.10709137469530106,0.0028982064686715603,5,validation,0.00237679381418507
6,2,0.03287782892584801,0.6546201825141906,0.01693026628345251,0.001597120170481503,0.10201358199119567,0.005185547284781933,5,validation,0.01216072213094557
7,2,0.1400701254606247,0.2800399899482727,0.09120086580514908,0.00043726026779040695,0.08584710955619812,0.05643990635871887,5,validation,0.03375313926720446
8,2,0.1551339477300644,0.2741729199886322,0.10872572958469391,0.00038284658221527935,0.09337207525968552,0.02008523792028427,5,validation,0.053634162817835965
9,2,0.0893261656165123,0.4142313003540039,0.05883357357233763,0.0006591475859750063,0.09986279159784317,0.007586757652461529,5,validation,0.03414119382278386
10,2,0.09337270259857178,0.33813992142677307,0.0686070404946804,0.0005272796552162617,0.09071957767009735,0.0323825366795063,5,validation,0.02322528226675017
11,2,0.10165227949619293,0.28747435808181765,0.08594610318541526,0.0006793149746954441,0.083535236120224,0.050313737243413925,5,validation,0.02158086948160348
12,2,0.036259789019823074,0.4953682363033295,0.030105068534612655,0.001647189143113792,0.0840398207306862,0.01940741576254368,5,validation,0.006453205951551223
13,2,0.08817584067583084,0.3573685705661774,0.06148647889494896,0.0007663637399673462,0.08906327039003373,0.03363790735602379,5,validation,0.019609857635793496
14,2,0.15296167135238647,0.2198814868927002,0.11804388612508773,0.0005688655190169811,0.08150909543037414,0.10188595950603485,5,validation,0.020422624648699754
15,2,0.09727147966623306,0.26871312260627744,0.09179841279983521,0.0008726799977011978,0.08107245564460755,0.07761655002832413,5,validation,0.008328426541961783
0,3,0.08444547653198242,0.3073722541332245,0.06719504073262214,0.001077405666001141,0.08519994765520096,0.03296433761715889,5,train,0.020491591485877418
1,3,0.09350161254405975,0.33351088464260104,0.06678606513887644,0.00030722201336175203,0.09350036084651947,0.014115904457867146,5,train,0.03146678565544426
2,3,0.14882762730121613,0.26855121850967406,0.09008721597492694,0.0003671947109978646,0.09466467499732971,0.025891082361340523,5,train,0.04659796080206807
3,3,0.11100071668624878,0.27974980175495145,0.07612011134624481,0.0007779413484968245,0.08679787218570709,0.04845726490020752,5,train,0.023254984462143132
4,3,0.10807809978723526,0.2877874583005905,0.08440414629876614,0.000605303596239537,0.08872096836566926,0.016767119988799095,5,train,0.03886577007870411
5,3,0.08786384016275406,0.42724788188934326,0.044848419912159446,0.0006555726518854499,0.10203996002674103,0.012545914389193058,5,train,0.031530279106615475
6,3,0.1531132310628891,0.4024107247591019,0.05478281155228615,0.0004447099403478205,0.11123690754175186,0.02197590097784996,5,train,0.05622675437703368
7,3,0.11115169525146484,0.3389717400074005,0.06300682872533798,0.00046769336913712325,0.09413120895624161,0.027376506477594376,5,train,0.037031548864246484
8,3,0.12997083365917206,0.2572906255722046,0.09973307885229588,0.0004001961671747267,0.0888910174369812,0.018002266064286232,5,train,0.0463362758503153
9,3,0.013170120306313038,0.7471536874771119,0.008331236802041531,0.0030600559432059525,0.10371460020542145,0.0024213013239204884,5,train,0.004464858328168181
10,3,0.04192199558019638,0.5507746398448944,0.02276299400255084,0.0020569083746522663,0.10455564260482789,0.00660398555919528,5,train,0.014110511478680081
11,3,0.05802151933312416,0.5079187989234925,0.02859531231224537,0.0020150799304246903,0.09471249580383301,0.010160684585571289,5,train,0.019740225077132627
12,3,0.09596404433250427,0.2753927022218704,0.07791921719908715,0.001203027495648712,0.08201551288366318,0.043021973222494125,5,train,0.021612211743765104
13,3,0.09765259921550751,0.3220498949289322,0.06268754005432128,0.001330670015886426,0.08478372693061828,0.034034036099910736,5,train,0.022761151373952168
14,3,0.01728992536664009,0.6274679183959961,0.013483019545674324,0.0031722320709377527,0.09092357903718948,0.007833550684154034,5,train,0.004202208164176694
15,3,0.16406787931919098,0.1545581892132759,0.13925698697566985,0.00034963978687301277,0.08319277912378312,0.09736131131649017,5,train,0.025224756050758933
0,3,0.06690345704555511,0.3127675950527191,0.060251104086637496,0.001044838211964816,0.08468970656394958,0.05389164760708809,5,validation,0.005192587070141711
1,3,0.09543289989233017,0.3513720273971558,0.060785706900060174,0.0002936948323622346,0.09264833331108094,0.013064472936093807,5,validation,0.034938150261247664
2,3,0.14528556168079376,0.3028880193829536,0.08049212247133256,0.0003854914684779942,0.09336833953857422,0.01786056160926819,5,validation,0.051778538394305955
3,3,0.09284386783838272,0.25431283116340636,0.0817795991897583,0.0007134181098081172,0.08332234174013138,0.05597250163555145,5,validation,0.015140468109350661
4,3,0.11735033988952637,0.27598037719726565,0.07690384909510613,0.0005986762815155088,0.08765641748905181,0.042935602366924286,5,validation,0.02981117070152882
5,3,0.07380855828523636,0.46503246426582334,0.03405495323240757,0.000647688563913107,0.10203751176595688,0.012494523078203201,5,validation,0.024256801963527835
6,3,0.1462910771369934,0.38465826362371447,0.05570039302110672,0.000419381883693859,0.10106138288974761,0.021640023216605186,5,validation,0.05249989804069765
7,3,0.09416082501411438,0.28616451621055605,0.07215458378195763,0.00048137533594854175,0.0861175760626793,0.039391063153743744,5,validation,0.023474216537694936
8,3,0.13246457278728485,0.27184559106826783,0.09289079941809178,0.00036317492194939407,0.0931187778711319,0.014779919758439064,5,validation,0.048654427633030614
9,3,0.018326709046959877,0.7753307223320007,0.008492051623761654,0.0028530167415738105,0.10724527835845947,0.002093350514769554,5,validation,0.007497315503579843
10,3,0.04767520725727081,0.4922854781150818,0.029808291140943764,0.001927234069444239,0.09502804130315781,0.00634488882496953,5,validation,0.016091510931776284
11,3,0.04378148540854454,0.435983145236969,0.03463059309870005,0.0019992861663922666,0.085597662627697,0.014900431968271732,5,validation,0.01155431505145522
12,3,0.09831885248422623,0.281643271446228,0.07546497955918312,0.0011129431310109793,0.08443462401628495,0.034738726913928986,5,validation,0.028326264511918917
13,3,0.09555686265230179,0.31859312653541566,0.06635380908846855,0.001272346032783389,0.0868361920118332,0.01898888126015663,5,validation,0.029104851493406966
14,3,0.02001689001917839,0.6067556738853455,0.014341489970684051,0.003118603816255927,0.08765669614076614,0.00996850710362196,5,validation,0.0043114126812247204
15,3,0.18226374685764313,0.12336880266666413,0.155895659327507,0.0003109974175458774,0.08025299906730651,0.13228245079517365,5,validation,0.020113676288413953
0,4,0.12011265009641647,0.3347175747156143,0.0703341856598854,0.0006011629418935626,0.0847437173128128,0.02389226108789444,5,train,0.03707358068087857
1,4,0.03965435549616814,0.5002772867679596,0.030264307744801044,0.0006877149629872292,0.09405789822340012,0.009119282476603985,5,train,0.013044904230934084
2,4,0.09142836183309555,0.3841200590133667,0.05520149767398834,0.0005027656210586428,0.09487971365451812,0.017512284219264984,5,train,0.02894816225848484
3,4,0.025631949305534363,0.6119352817535401,0.015982014872133733,0.0013081307522952556,0.09001356810331344,0.011013070121407509,5,train,0.005606545944559673
4,4,0.0834461972117424,0.39054925441741944,0.058109496347606183,0.0004739595227874815,0.09128210991621018,0.00933241005986929,5,train,0.029700369235168257
5,4,0.07048691809177399,0.48813031911849974,0.03773149289190769,0.0003751949174329638,0.10400641113519668,0.010586559772491455,5,train,0.02720624548397274
6,4,0.06666243821382523,0.6236684560775757,0.021385587099939585,0.0008123503532260657,0.11348889768123627,0.006868929136544466,5,train,0.025379997527041502
7,4,0.16101153194904327,0.32647055983543394,0.07835657969117164,0.00021682374353986232,0.09414775818586349,0.026267163455486298,5,train,0.055226908405992786
8,4,0.07636042684316635,0.4085970461368561,0.057698702160269025,0.0006158902426250279,0.09005605429410934,0.005551439244300127,5,train,0.029890213388706007
9,4,0.03935222327709198,0.5108557105064392,0.029973472096025945,0.0007918188930489123,0.0982101559638977,0.006680709309875965,5,train,0.01379438040792439
10,4,0.0625213086605072,0.4967297077178955,0.03240941390395165,0.0006160794291645288,0.09784560650587082,0.011085642501711845,5,train,0.020621163784311333
11,4,0.15668129920959473,0.29411949813365934,0.09124609380960465,0.0002392469672486186,0.09168873131275176,0.028776295483112335,5,train,0.058199305767135716
12,4,0.14073032140731812,0.22664266526699067,0.11071186289191245,0.0003709741577040404,0.08248997628688812,0.05376525595784187,5,train,0.033790053043341296
13,4,0.12853996455669403,0.23921371400356292,0.10296841859817504,0.00029074702179059385,0.08547928035259247,0.055562183260917664,5,train,0.029298968243337328
14,4,0.10381040722131729,0.27302777767181396,0.08415714055299758,0.0003675972169730812,0.08599207550287247,0.0702289342880249,5,train,0.012591219909070823
15,4,0.1488310843706131,0.19659321308135985,0.12346971929073333,0.0003228031622711569,0.08357790261507034,0.0965985432267189,5,train,0.01897327340323554
0,4,0.09422891587018967,0.3553304076194763,0.05515179932117462,0.0006002284411806613,0.08401494920253753,0.03039129450917244,5,validation,0.025311655671408254
1,4,0.06190570816397667,0.5089544773101806,0.02905443627387285,0.0006244104355573654,0.09342576861381531,0.007503635250031948,5,validation,0.02009887882638066
2,4,0.09045065939426422,0.4096604585647583,0.04851918388158083,0.0005008925450965762,0.09336611330509186,0.013030006550252438,5,validation,0.031645348528474164
3,4,0.02240755222737789,0.5784158706665039,0.01719006560742855,0.0012334269355051219,0.08565028756856918,0.01058131456375122,5,validation,0.004409153061191549
4,4,0.06902360171079636,0.3631538152694702,0.05085798129439354,0.0004459022486116737,0.08994432091712952,0.03459830582141876,5,validation,0.015340348600941653
5,4,0.056907929480075836,0.5170215666294098,0.02785939406603575,0.0003544976352714002,0.10385859459638595,0.010523198172450066,5,validation,0.01906269875123666
6,4,0.08177798241376877,0.612800532579422,0.023995599523186684,0.0008267184719443321,0.1031602069735527,0.006425751373171806,5,validation,0.032467582558359576
7,4,0.130630761384964,0.24753153026103974,0.09233472570776939,0.00021225251257419586,0.08588925749063492,0.0575219988822937,5,validation,0.03370271522505292
8,4,0.06925515085458755,0.43645968437194826,0.044003586377948524,0.0006487359525635839,0.09431643486022949,0.006349917035549879,5,validation,0.02490683708430581
9,4,0.04708414897322655,0.5265724122524261,0.027321756724268197,0.0007575709256343544,0.10170052349567413,0.0059448773972690105,5,validation,0.016934835870487143
10,4,0.055137183517217636,0.4344556152820587,0.03557815849781036,0.0006195192108862102,0.08881618827581406,0.025576967746019363,5,validation,0.011664267477359958
11,4,0.15030406415462494,0.19421452283859253,0.1176241621375084,0.00022237673401832582,0.08304955065250397,0.07191726565361023,5,validation,0.03108608407192671
12,4,0.12292425334453583,0.23823256194591522,0.09857615903019905,0.0003648030397016555,0.08489567786455154,0.04016232118010521,5,validation,0.035430406991757396
13,4,0.13487251102924347,0.23758625388145446,0.10631590634584427,0.0002908097405452281,0.08764717876911163,0.02538938820362091,5,validation,0.04564589286143768
14,4,0.09654057025909424,0.2397303581237793,0.09083184003829955,0.000363126426236704,0.08283428251743316,0.08559214323759079,5,validation,0.005162101740677405
15,4,0.13862143456935883,0.16058316826820374,0.1347852498292923,0.00029976320802234114,0.0806449756026268,0.1315845400094986,5,validation,0.0032540547941283917
0,5,0.07399270683526993,0.3931038975715637,0.04521074779331684,0.0008832445833832026,0.08198474943637848,0.020114677026867867,5,test,0.0196027417796585
1,5,0.07298360019922256,0.34646487832069395,0.05606416538357735,0.00047873844741843643,0.08629066944122314,0.025628183037042618,5,test,0.019722684140031515
2,5,0.1713857650756836,0.15357939004898072,0.1394673094153404,0.0003065044060349464,0.08199962824583054,0.10725632309913635,5,test,0.024536148650876572
3,5,0.13408784568309784,0.19031758606433868,0.11496768891811371,0.000270942912902683,0.08024347126483918,0.1084291934967041,5,test,0.010760602566582737
4,5,0.03458373621106148,0.5362979710102082,0.023876538686454295,0.0008461221877951175,0.0913189023733139,0.0080683259293437,5,test,0.012852488493227348
5,5,0.02458963356912136,0.6336691021919251,0.015991622814908624,0.0010937042068690061,0.09649481028318405,0.0037540604826062918,5,test,0.010053337605943949
6,5,0.19639262557029724,0.1761530190706253,0.13664427772164345,0.00016963026428129524,0.08896683305501937,0.046795208007097244,5,test,0.057276337228795486
7,5,0.06580304354429245,0.3816399097442627,0.047590024024248126,0.0006878421758301556,0.08414669930934907,0.020719636231660843,5,test,0.018565058826172372
8,5,0.06781519204378128,0.40369189977645875,0.042093869671225546,0.0005799004633445292,0.08806182295084,0.024418706074357033,5,test,0.01718350016709986
9,5,0.023905515670776367,0.6879934966564178,0.012108222488313914,0.0012654267251491547,0.09973496943712234,0.003836792428046465,5,test,0.008849792289335844
10,5,0.03481415659189224,0.6283608853816987,0.015930802468210457,0.0010703189065679908,0.09312867969274521,0.004814137239009142,5,test,0.011737953359150276
11,5,0.04852258414030075,0.5213533699512481,0.027395689580589532,0.0014357595122419299,0.0838128462433815,0.004934553522616625,5,test,0.015748887884408223
12,5,0.11277730762958527,0.2664096564054489,0.08284918665885925,0.00038135741488076746,0.08301537632942199,0.04412508010864258,5,test,0.028797234834234773
13,5,0.09572190046310425,0.32835589349269867,0.06462396681308746,0.0005216148507315666,0.08508763760328293,0.021977875381708145,5,test,0.02944355872983012
14,5,0.09544871747493744,0.2750504046678543,0.07652926370501519,0.00034707500599324704,0.0840990349650383,0.05337034538388252,5,test,0.016440948570424135
15,5,0.12426383048295975,0.22339974343776703,0.0986565887928009,0.0005131139943841845,0.08151955604553222,0.07448512315750122,5,test,0.019330626569670224
0,5,0.09088987112045288,0.38184391856193545,0.05636792443692684,0.0009314295137301087,0.08390813171863556,0.023833250626921654,5,train,0.026755510643783953
1,5,0.062362976372241974,0.407814621925354,0.04881770610809326,0.0005006996681913734,0.0940972164273262,0.018296781927347183,5,train,0.01935831972611763
2,5,0.1450750082731247,0.2660346984863281,0.09900962784886361,0.0002908841532189399,0.09477540850639343,0.04002714529633522,5,train,0.04160281643430743
3,5,0.13836079835891724,0.27541442811489103,0.09175082296133041,0.00041887596307788044,0.08765351623296738,0.046899303793907166,5,train,0.03402748476343334
4,5,0.05712500959634781,0.4768079161643982,0.038479169644415376,0.0008792247041128576,0.09150394052267075,0.007148192264139652,5,train,0.01907988850739938
5,5,0.02318478375673294,0.6835312604904175,0.013568492699414491,0.0012048291740939022,0.10514029264450073,0.00490751164034009,5,train,0.008280017734210157
6,5,0.16389210522174835,0.4172575294971466,0.0582829050719738,0.0003226677450584248,0.11163640171289443,0.020751208066940308,5,train,0.05986214161222589
7,5,0.08108718693256378,0.46738149523735045,0.039505660161376,0.000682873057667166,0.09546545296907424,0.014141889289021492,5,train,0.026509133322613936
8,5,0.09221626073122025,0.368157160282135,0.07101509924978018,0.0006316087499726563,0.089663165807724,0.00838362704962492,5,train,0.035249114182917166
9,5,0.03069613315165043,0.5984480023384094,0.019861297961324454,0.0013002448715269566,0.10015344619750977,0.006025091279298067,5,train,0.01030363997973469
10,5,0.03574075922369957,0.6458630502223969,0.016431612987071277,0.0010785113321617247,0.10139787197113037,0.004869686905294657,5,train,0.011540243699512424
11,5,0.044218480587005615,0.6126313805580139,0.02033039629459381,0.0015458524925634266,0.09228736907243729,0.006840204820036888,5,train,0.015619015013825685
12,5,0.15912586450576782,0.21077517569065093,0.12858981043100357,0.00037131209392100574,0.08272511661052703,0.050107188522815704,5,train,0.04435080088923891
13,5,0.13172610104084015,0.283728089928627,0.08778514415025711,0.0005273325077723712,0.08529084175825119,0.04349435865879059,5,train,0.03124972687956042
14,5,0.1167682632803917,0.2578416675329208,0.0952898308634758,0.00038018914056010545,0.08578964173793793,0.07273627817630768,5,train,0.015688200884848
15,5,0.13054604828357697,0.22071100771427155,0.1149145171046257,0.0005343190860003233,0.08406473845243453,0.08363337814807892,5,train,0.01944008935072048
0,5,0.07740131765604019,0.39697870016098025,0.044627520442008975,0.0009359673480503261,0.08321420550346374,0.026800502091646194,5,validation,0.019798390244466044
1,5,0.07616908103227615,0.413232696056366,0.0441353801637888,0.00045798328355886044,0.0934361457824707,0.013724470511078835,5,validation,0.022964922287362757
2,5,0.152718648314476,0.2913229659199715,0.0864862009882927,0.00030986529891379176,0.09342538863420487,0.023358911275863647,5,validation,0.05254607578856025
3,5,0.12451609969139099,0.22148607969284057,0.10363118574023247,0.00034320554696023466,0.08369226455688476,0.05756182596087456,5,validation,0.02669324549050901
4,5,0.05214812234044075,0.43463371992111205,0.036680979654192924,0.0008197779417969287,0.09014174789190292,0.020753677934408188,5,validation,0.014045294717029361
5,5,0.018467934802174568,0.677812659740448,0.011182969994843006,0.0010565352626144887,0.10489279627799988,0.005384392570704222,5,validation,0.005107298466840849
6,5,0.17248423397541046,0.36598442047834395,0.06598913595080376,0.00027065728208981455,0.10146491974592209,0.022736316546797752,5,validation,0.06262897805744123
7,5,0.06985249370336533,0.40602372884750365,0.042200923711061475,0.0007244107662700116,0.08705411702394486,0.026530306786298752,5,validation,0.01710205760842501
8,5,0.09361663460731506,0.3752047061920166,0.062076262291520835,0.0006308021547738463,0.09389216750860215,0.007275107782334089,5,validation,0.03482149554188299
9,5,0.03461723029613495,0.6166340053081513,0.017899405490607024,0.001255804835818708,0.10363471508026123,0.0043341959826648235,5,validation,0.012316190725753785
10,5,0.03050791099667549,0.5875970959663391,0.017307001166045666,0.001106247236020863,0.0920553207397461,0.011262805201113224,5,validation,0.008062557959670683
11,5,0.03914763033390045,0.4996985077857971,0.027056210860610008,0.001429556286893785,0.08338716626167297,0.013108458369970322,5,validation,0.011709094604085729
12,5,0.16198338568210602,0.2201027750968933,0.11318964138627052,0.00038837631000205876,0.08510587811470031,0.03470226004719734,5,validation,0.04765932647811145
13,5,0.13308307528495789,0.2709520190954208,0.09152356721460819,0.0005069398321211338,0.08743436485528946,0.02149493433535099,5,validation,0.04219080605152083
14,5,0.14299780130386353,0.20602549016475677,0.11018112897872925,0.00035924820695072414,0.08274610936641694,0.07981300354003906,5,validation,0.02366509575792296
