count,split,theta_0_max,theta_0_mean,theta_0_min,theta_0_std,theta_1_max,theta_1_mean,theta_1_min,theta_1_std,theta_2_max,theta_2_mean,theta_2_min,theta_2_std,theta_dimension
70,train,1.3852753639221191,1.0903695906911577,0.8000837564468384,0.16287776592627262,0.34526219964027405,0.17331887439691596,0.0015239845961332321,0.10095540180660076,0.09955833852291107,0.046173670280612505,6.46870830678381e-05,0.03186583155490296,3
15,validation,1.3742263317108154,1.1242661635080973,0.8376967906951904,0.17414373934974445,0.3351176381111145,0.1867260033885638,0.022181646898388863,0.11669095031920666,0.09989570081233978,0.05778923931842049,0.0026341998018324375,0.03185371595897124,3
15,test,1.375153660774231,1.1314061125119528,0.8123493790626526,0.18667099544875565,0.3461039662361145,0.2423365680500865,0.014330682344734669,0.09990883956775216,0.09227919578552246,0.05003621528546016,0.016256799921393394,0.024733957585156074,3
