agent_id,batch_index,composite_influence_score,dominant_expert,dominant_expert_probability,effective_number_of_experts,epoch,gate_entropy,gate_entropy_normalized,gate_expert_0,gate_expert_1,gate_expert_2,gate_expert_3,global_mae,global_residual,global_rmse,influence_weight,local_physics_score,sample_in_batch,sensor_consistency_score,split
4,1,0.41845253109931946,3,0.25451362133026123,3.9996652603149414,0,1.3862106800079346,0.9999396204948425,0.24895600974559784,0.2509523928165436,0.24557802081108093,0.25451362133026123,0.023841476067900658,0.004805537406355143,0.052502281963825226,0.040968261659145355,0.0070143891498446465,0,0.09370166063308716,validation
5,1,0.45277896523475647,3,0.2608806788921356,3.997710943222046,0,1.3857219219207764,0.9995870590209961,0.24161389470100403,0.25563791394233704,0.24186745285987854,0.2608806788921356,0.023841476067900658,0.004805537406355143,0.052502281963825226,0.03450711816549301,0.005412839353084564,0,0.13537658751010895,validation
6,1,0.20244908332824707,3,0.25935524702072144,3.9985973834991455,0,1.3859436511993408,0.9997470378875732,0.24500605463981628,0.25300464034080505,0.24263405799865723,0.25935524702072144,0.023841476067900658,0.004805537406355143,0.052502281963825226,0.12064049392938614,0.001295919413678348,0,0.10302885621786118,validation
7,1,0.3296021819114685,1,0.2720867693424225,3.9942405223846436,0,1.384853482246399,0.9989606142044067,0.2463284283876419,0.2720867693424225,0.23536434769630432,0.24622048437595367,0.023841476067900658,0.004805537406355143,0.052502281963825226,0.06388276070356369,0.006008343305438757,0,0.11997095495462418,validation
8,1,0.13002079725265503,3,0.25635024905204773,3.9986703395843506,0,1.385961890220642,0.9997601509094238,0.24003009498119354,0.2487185150384903,0.25490111112594604,0.25635024905204773,0.023841476067900658,0.004805537406355143,0.052502281963825226,0.1732882559299469,0.0014270824613049626,0,0.08062426000833511,validation
9,1,0.994018018245697,0,0.2532557249069214,3.999879837036133,0,1.3862643241882324,0.9999783039093018,0.2532557249069214,0.2481432557106018,0.24940471351146698,0.24919626116752625,0.023841476067900658,0.004805537406355143,0.052502281963825226,0.0023047460708767176,0.010233334265649319,0,0.21939465403556824,validation
10,1,0.3609551787376404,3,0.26296693086624146,3.9974420070648193,0,1.3856546878814697,0.9995385408401489,0.23878301680088043,0.2455740123987198,0.2526761293411255,0.26296693086624146,0.023841476067900658,0.004805537406355143,0.052502281963825226,0.054613687098026276,0.005630757659673691,0,0.10909897834062576,validation
11,1,0.43643641471862793,1,0.25167185068130493,3.9999265670776367,0,1.3862760066986084,0.9999867677688599,0.25028473138809204,0.25167185068130493,0.2475406676530838,0.2505027949810028,0.023841476067900658,0.004805537406355143,0.052502281963825226,0.03744519129395485,0.0056104473769664764,0,0.11213044077157974,validation
12,1,0.23197275400161743,0,0.26272866129875183,3.99827241897583,0,1.3858623504638672,0.9996883869171143,0.26272866129875183,0.2448352575302124,0.24549125134944916,0.2469448745250702,0.023841476067900658,0.004805537406355143,0.052502281963825226,0.1040838286280632,0.003758651902899146,0,0.08693798631429672,validation
13,1,0.8108031749725342,0,0.2551843822002411,3.9995288848876953,0,1.386176586151123,0.9999150633811951,0.2551843822002411,0.24632707238197327,0.2462887316942215,0.25219979882240295,0.023841476067900658,0.004805537406355143,0.052502281963825226,0.005760615691542625,0.010356109589338303,0,0.16898199915885925,validation
14,1,0.5120266079902649,1,0.25766122341156006,3.998415231704712,0,1.3858981132507324,0.9997141361236572,0.2423246055841446,0.25766122341156006,0.2563498914241791,0.24366438388824463,0.023841476067900658,0.004805537406355143,0.052502281963825226,0.025659846141934395,0.007330901455134153,0,0.12594778835773468,validation
15,1,0.21426552534103394,3,0.2624399662017822,3.9978480339050293,0,1.385756254196167,0.9996118545532227,0.243319571018219,0.24190041422843933,0.25234004855155945,0.2624399662017822,0.023841476067900658,0.004805537406355143,0.052502281963825226,0.11371926218271255,0.003364982083439827,0,0.08938875794410706,validation
0,2,0.7615986466407776,3,0.25761324167251587,3.9989712238311768,0,1.3860371112823486,0.9998144507408142,0.24178242683410645,0.24912682175636292,0.25147753953933716,0.25761324167251587,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.006865173112601042,0.019119175150990486,0,0.15459565818309784,validation
1,2,0.33609539270401,0,0.2524263858795166,3.999645233154297,0,1.3862056732177734,0.999936044216156,0.2524263858795166,0.2516065239906311,0.24427257478237152,0.25169453024864197,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.05762621760368347,0.007293847855180502,0,0.09898705035448074,validation
2,2,0.19109201431274414,1,0.25589412450790405,3.9994144439697266,0,1.3861479759216309,0.999894380569458,0.24613416194915771,0.25589412450790405,0.2522675096988678,0.24570420384407043,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.1189846470952034,0.003018065122887492,0,0.08464962244033813,validation
3,2,0.2367696762084961,0,0.25572532415390015,3.999638080596924,0,1.3862038850784302,0.999934732913971,0.25572532415390015,0.24917477369308472,0.24744601547718048,0.24765394628047943,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.09468977153301239,0.006600704975426197,0,0.07542096078395844,validation
4,2,0.38154542446136475,3,0.2537955939769745,3.9997172355651855,0,1.3862236738204956,0.9999489784240723,0.2495778203010559,0.251056432723999,0.2455701231956482,0.2537955939769745,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.045912034809589386,0.010210690088570118,0,0.09453408420085907,validation
5,2,0.40152207016944885,3,0.2616361677646637,3.9976089000701904,0,1.3856964111328125,0.9995686411857605,0.24171549081802368,0.25503256916999817,0.24161581695079803,0.2616361677646637,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.041547782719135284,0.010103555396199226,0,0.11541726440191269,validation
6,2,0.18809247016906738,3,0.2593649923801422,3.998394250869751,0,1.3858928680419922,0.9997103810310364,0.24487340450286865,0.254123330116272,0.2416381984949112,0.2593649923801422,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.12078258395195007,0.0021734237670898438,0,0.0957399383187294,validation
7,2,0.3127519488334656,1,0.2725714147090912,3.9939677715301514,0,1.3847851753234863,0.9989113211631775,0.24651426076889038,0.2725714147090912,0.2349490523338318,0.24596530199050903,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.06476041674613953,0.009989817626774311,0,0.11690662801265717,validation
8,2,0.1358305960893631,3,0.25635403394699097,3.998645544052124,0,1.3859556913375854,0.9997556805610657,0.2399056851863861,0.24877434968948364,0.2549659311771393,0.25635403394699097,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.15685181319713593,0.0020159222185611725,0,0.08038374036550522,validation
9,2,0.9979978203773499,0,0.2530386447906494,3.9998979568481445,0,1.3862688541412354,0.9999815821647644,0.2530386447906494,0.24841609597206116,0.24940966069698334,0.2491355985403061,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.0021053149830549955,0.019046232104301453,0,0.21409972012043,validation
10,2,0.40474721789360046,3,0.26302453875541687,3.99741268157959,0,1.3856472969055176,0.9995332360267639,0.2387857586145401,0.24539698660373688,0.25279274582862854,0.26302453875541687,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.04088316857814789,0.010706012137234211,0,0.11426395922899246,validation
11,2,0.4606620967388153,1,0.25180983543395996,3.999917984008789,0,1.3862738609313965,0.9999852180480957,0.25008660554885864,0.25180983543395996,0.24745160341262817,0.25065192580223083,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.030911989510059357,0.010431556031107903,0,0.1138201504945755,validation
12,2,0.2455967366695404,0,0.2627846896648407,3.9982595443725586,0,1.3858591318130493,0.999686062335968,0.2627846896648407,0.24480804800987244,0.24559618532657623,0.24681103229522705,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.09060148894786835,0.00657309265807271,0,0.08765954524278641,validation
13,2,0.8199045658111572,0,0.2561299502849579,3.99929141998291,0,1.3861172199249268,0.9998722076416016,0.2561299502849579,0.24558892846107483,0.2452576607465744,0.2530234456062317,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.00512910820543766,0.01883557438850403,0,0.17013709247112274,validation
14,2,0.5718934535980225,1,0.2577968239784241,3.9983513355255127,0,1.3858821392059326,0.9997026324272156,0.24236376583576202,0.2577968239784241,0.2565133273601532,0.2433260828256607,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.017725195735692978,0.014905680902302265,0,0.13022413849830627,validation
15,2,0.21681776642799377,3,0.2621755003929138,3.9979496002197266,0,1.3857816457748413,0.9996301531791687,0.2437080442905426,0.24193018674850464,0.25218620896339417,0.2621755003929138,0.015505917370319366,0.0085652656853199,0.03597052022814751,0.10462324321269989,0.0054101599380373955,0,0.08844403177499771,validation
0,3,0.5689643025398254,3,0.2582448422908783,3.9988439083099365,0,1.3860052824020386,0.9997914433479309,0.24145661294460297,0.24884586036205292,0.25145265460014343,0.2582448422908783,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.017196182161569595,0.019440701231360435,0,0.14308999478816986,validation
1,3,0.3243090510368347,0,0.2526874840259552,3.999600410461426,0,1.3861944675445557,0.9999279379844666,0.2526874840259552,0.25205180048942566,0.24395820498466492,0.25130248069763184,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.058437835425138474,0.005936654284596443,0,0.11817186325788498,validation
2,3,0.18196624517440796,1,0.25595706701278687,3.999413013458252,0,1.3861476182937622,0.9998941421508789,0.2462722212076187,0.25595706701278687,0.25217488408088684,0.24559588730335236,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.11906596273183823,0.0031249800231307745,0,0.08394883573055267,validation
3,3,0.21277105808258057,0,0.255818247795105,3.9996280670166016,0,1.3862013816833496,0.9999329447746277,0.255818247795105,0.24907279014587402,0.24743856489658356,0.24767041206359863,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.10206945240497589,0.006985820364207029,0,0.07364513725042343,validation
4,3,0.35844776034355164,3,0.2546319365501404,3.99965763092041,0,1.3862087726593018,0.9999382495880127,0.248919278383255,0.2508545219898224,0.24559418857097626,0.2546319365501404,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.04926776513457298,0.010901452973484993,0,0.10489717125892639,validation
5,3,0.4545670747756958,3,0.26203614473342896,3.9975688457489014,0,1.3856863975524902,0.9995614290237427,0.2413877248764038,0.2546103596687317,0.24196575582027435,0.26203614473342896,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.03046789951622486,0.011266599409282207,0,0.15475119650363922,validation
6,3,0.17281794548034668,3,0.2592265009880066,3.9984867572784424,0,1.385915994644165,0.9997270703315735,0.24495670199394226,0.25382933020591736,0.2419874370098114,0.2592265009880066,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.12463869899511337,0.0021641741041094065,0,0.09351877123117447,validation
7,3,0.24426521360874176,1,0.2727716565132141,3.9938607215881348,0,1.3847583532333374,0.9988920092582703,0.24653908610343933,0.2727716565132141,0.2348165363073349,0.24587272107601166,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.08719811588525772,0.011472107842564583,0,0.11208060383796692,validation
8,3,0.29562532901763916,3,0.25654709339141846,3.998547315597534,0,1.385931134223938,0.9997379779815674,0.2394372820854187,0.2490023374557495,0.25501328706741333,0.25654709339141846,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.06744969636201859,0.0020180002320557833,0,0.1367321014404297,validation
9,3,0.9982166290283203,0,0.2533924877643585,3.9998769760131836,0,1.3862636089324951,0.9999778270721436,0.2533924877643585,0.24901750683784485,0.2486526072025299,0.24893741309642792,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.002010585507377982,0.02661784179508686,0,0.2487422227859497,validation
10,3,0.3265392482280731,3,0.26325738430023193,3.9973087310791016,0,1.3856213092803955,0.9995145201683044,0.23867414891719818,0.24506168067455292,0.25300681591033936,0.26325738430023193,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.057789817452430725,0.012438664212822914,0,0.10632200539112091,validation
11,3,0.3796716332435608,1,0.25145789980888367,3.9999494552612305,0,1.3862817287445068,0.9999908804893494,0.2502705156803131,0.25145789980888367,0.24799375236034393,0.2502778172492981,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.04430735856294632,0.010879401117563248,0,0.10992364585399628,validation
12,3,0.23887696862220764,0,0.26254087686538696,3.9983105659484863,0,1.3858718872070312,0.9996952414512634,0.26254087686538696,0.24482879042625427,0.24523137509822845,0.24739892780780792,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.08957928419113159,0.0055430736392736435,0,0.10133849084377289,validation
13,3,0.7496335506439209,0,0.2550349533557892,3.9995508193969727,0,1.3861820697784424,0.9999189972877502,0.2550349533557892,0.2464314103126526,0.24635052680969238,0.25218304991722107,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.0069680893793702126,0.01995929144322872,0,0.1976780891418457,validation
14,3,0.49671670794487,1,0.25775429606437683,3.998323917388916,0,1.3858752250671387,0.9996976256370544,0.2422667145729065,0.25775429606437683,0.256683349609375,0.24329568445682526,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.02467832714319229,0.014594785869121552,0,0.14641863107681274,validation
15,3,0.18228745460510254,3,0.26248854398727417,3.9978106021881104,0,1.3857468366622925,0.9996050596237183,0.24321329593658447,0.24181480705738068,0.2524833381175995,0.26248854398727417,0.04416879639029503,0.008931180462241173,0.08383174240589142,0.11887489259243011,0.004933828487992287,0,0.08886762708425522,validation
0,4,0.604378342628479,3,0.25833630561828613,3.998826742172241,0,1.3860009908676147,0.9997884035110474,0.24142631888389587,0.24879343807697296,0.25144392251968384,0.25833630561828613,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.014725042507052422,0.00915784016251564,0,0.1515621542930603,validation
1,4,0.32755011320114136,0,0.2527673840522766,3.999584197998047,0,1.386190414428711,0.9999250173568726,0.2527673840522766,0.2519552409648895,0.24382975697517395,0.2514476478099823,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.0587734691798687,0.0040342858992516994,0,0.10639388114213943,validation
2,4,0.19104591012001038,1,0.25536373257637024,3.9994091987609863,0,1.3861466646194458,0.9998934864997864,0.24626974761486053,0.25536373257637024,0.25305071473121643,0.24531584978103638,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.11630449444055557,0.0019049772527068853,0,0.08500231057405472,validation
3,4,0.2963707447052002,0,0.255923330783844,3.9996118545532227,0,1.3861973285675049,0.9999300241470337,0.255923330783844,0.24914468824863434,0.24722586572170258,0.24770614504814148,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.06868889927864075,0.006926742848008871,0,0.07499172538518906,validation
4,4,0.39554715156555176,3,0.2548051178455353,3.999650001525879,0,1.386206865310669,0.9999368786811829,0.24871930480003357,0.25077423453330994,0.24570141732692719,0.2548051178455353,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.04183383658528328,0.007747872732579708,0,0.09676480293273926,validation
5,4,0.4113036096096039,3,0.2618996500968933,3.997576951980591,0,1.3856884241104126,0.9995629191398621,0.24147671461105347,0.2547852396965027,0.24183844029903412,0.2618996500968933,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.038664549589157104,0.007071622647345066,0,0.12137004733085632,validation
6,4,0.17785662412643433,3,0.2590186893939972,3.9987270832061768,0,1.3859760761260986,0.9997704029083252,0.24515828490257263,0.2527109980583191,0.24311208724975586,0.2590186893939972,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.12423291057348251,0.0012278999201953411,0,0.09134282916784286,validation
7,4,0.29279300570487976,1,0.27263686060905457,3.9939210414886475,0,1.3847734928131104,0.9989029169082642,0.24653340876102448,0.27263686060905457,0.2348421812057495,0.24598746001720428,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.06992870569229126,0.007153606973588467,0,0.11310654133558273,validation
8,4,0.15898942947387695,3,0.2561609148979187,3.9986135959625244,0,1.3859477043151855,0.9997499585151672,0.2398669421672821,0.24853073060512543,0.25544142723083496,0.2561609148979187,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.13652314245700836,0.001618892652913928,0,0.08374875038862228,validation
9,4,0.9999982714653015,0,0.25315311551094055,3.999894142150879,0,1.386267900466919,0.9999809265136719,0.25315311551094055,0.2490895539522171,0.24882785975933075,0.2489294558763504,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.0020369424019008875,0.014225109480321407,0,0.21804319322109222,validation
10,4,0.3493114113807678,3,0.26270028948783875,3.9976212978363037,0,1.3856995105743408,0.999570906162262,0.23916050791740417,0.24608977138996124,0.25204944610595703,0.26270028948783875,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.05271417275071144,0.005937454756349325,0,0.11205404251813889,validation
11,4,0.404028981924057,1,0.25203177332878113,3.9998903274536133,0,1.3862669467926025,0.9999802112579346,0.24996459484100342,0.25203177332878113,0.2470511943101883,0.25095251202583313,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.040096789598464966,0.005827941466122866,0,0.11225838959217072,validation
12,4,0.2200573831796646,0,0.26289287209510803,3.9982218742370605,0,1.3858497142791748,0.9996792674064636,0.26289287209510803,0.24487625062465668,0.24509041011333466,0.24714049696922302,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.1006002128124237,0.003847779706120491,0,0.08686000108718872,validation
13,4,0.7860774993896484,0,0.25561845302581787,3.999410629272461,0,1.3861470222473145,0.9998937249183655,0.25561845302581787,0.24591898918151855,0.24574342370033264,0.25271910429000854,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.005936108995229006,0.012405410408973694,0,0.17433100938796997,validation
14,4,0.49391087889671326,1,0.25768497586250305,3.9984261989593506,0,1.385900855064392,0.9997161626815796,0.2424749881029129,0.25768497586250305,0.25628602504730225,0.2435539960861206,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.025581948459148407,0.008368532173335552,0,0.12891411781311035,validation
15,4,0.214647114276886,3,0.26214107871055603,3.9979724884033203,0,1.3857873678207397,0.9996342658996582,0.2438090443611145,0.24195778369903564,0.25209206342697144,0.26214107871055603,0.0185545701533556,0.005578610114753246,0.04181342571973801,0.10335873812437057,0.0033926002215594053,0,0.09061048924922943,validation
0,0,0.2726559340953827,1,0.2550259530544281,3.999635696411133,1,1.3862032890319824,0.9999343156814575,0.251117467880249,0.2550259530544281,0.24729542434215546,0.2465611845254898,0.023319590836763382,0.0004891753778792918,0.04031948745250702,0.08728080242872238,0.0003088994126301259,0,0.08288077265024185,train
1,0,0.8685741424560547,0,0.2593151032924652,3.9977924823760986,1,1.3857423067092896,0.9996017813682556,0.2593151032924652,0.25615695118904114,0.24618686735630035,0.2383410632610321,0.023319590836763382,0.0004891753778792918,0.04031948745250702,0.0044350530952215195,0.0008541612769477069,0,0.09902823716402054,train
2,0,0.6259462237358093,1,0.2634642720222473,3.9972076416015625,1,1.3855960369110107,0.9994962811470032,0.24282832443714142,0.2634642720222473,0.253851056098938,0.23985624313354492,0.023319590836763382,0.0004891753778792918,0.04031948745250702,0.014919648878276348,0.0004773104446940124,0,0.09502542018890381,train
3,0,0.29818490147590637,3,0.2604767382144928,3.998690366744995,1,1.3859668970108032,0.9997637867927551,0.24919873476028442,0.24710778892040253,0.24321672320365906,0.2604767382144928,0.023319590836763382,0.0004891753778792918,0.04031948745250702,0.07682159543037415,0.0004603808047249913,0,0.0820264220237732,train
4,0,0.40232589840888977,3,0.2523971199989319,3.9998035430908203,1,1.3862452507019043,0.9999645948410034,0.2514970004558563,0.2501642107963562,0.24594157934188843,0.2523971199989319,0.023319590836763382,0.0004891753778792918,0.04031948745250702,0.045639827847480774,0.0007008909597061574,0,0.08238266408443451,train
5,0,0.7897988557815552,3,0.2703225612640381,3.994490623474121,1,1.384916067123413,0.9990057945251465,0.23360231518745422,0.24659107625484467,0.24948397278785706,0.2703225612640381,0.023319590836763382,0.0004891753778792918,0.04031948745250702,0.006575930863618851,0.0007370898965746164,0,0.09857329726219177,train
6,0,0.5140487551689148,3,0.2853860855102539,3.980151414871216,1,1.3813198804855347,0.9964116811752319,0.23274190723896027,0.2607908248901367,0.2210811823606491,0.2853860855102539,0.023319590836763382,0.0004891753778792918,0.04031948745250702,0.026106035336852074,0.00023770122788846493,0,0.09907092899084091,train
7,0,0.4244305193424225,2,0.2510243356227875,3.9999594688415527,1,1.3862842321395874,0.9999926686286926,0.2503816783428192,0.2504971921443939,0.2510243356227875,0.24809682369232178,0.023319590836763382,0.0004891753778792918,0.04031948745250702,0.040864329785108566,0.0008615001570433378,0,0.08094125986099243,train
8,0,0.17226777970790863,2,0.2581394910812378,3.9980616569519043,1,1.3858096599578857,0.9996503591537476,0.23799124360084534,0.24854955077171326,0.2581394910812378,0.2553197741508484,0.023319590836763382,0.0004891753778792918,0.04031948745250702,0.1441812813282013,0.0002482040727045387,0,0.08027851581573486,train
9,0,0.37945234775543213,3,0.2616364657878876,3.996350049972534,1,1.3853814601898193,0.9993414878845215,0.2528552711009979,0.23268309235572815,0.25282520055770874,0.2616364657878876,0.023319590836763382,0.0004891753778792918,0.04031948745250702,0.051169753074645996,0.0007102706586010754,0,0.08237668126821518,train
10,0,0.42592892050743103,0,0.25528597831726074,3.9992761611938477,1,1.3861134052276611,0.9998694658279419,0.25528597831726074,0.24496251344680786,0.2455662190914154,0.2541853189468384,0.023319590836763382,0.0004891753778792918,0.04031948745250702,0.0405593179166317,0.0008045897702686489,0,0.08200161904096603,train
11,0,0.5609019994735718,0,0.2564874291419983,3.9990508556365967,1,1.3860570192337036,0.9998288154602051,0.2564874291419983,0.2415422797203064,0.2498331069946289,0.2521371841430664,0.023319590836763382,0.0004891753778792918,0.04031948745250702,0.02065381407737732,0.0011706077493727207,0,0.08219188451766968,train
