metric,mean,std,ci95_low,ci95_high
MAE,0.013452721200883389,0.0013638580237006863,0.012834651530720293,0.014143482161064943
RMSE,0.021131020039319992,0.003006663135538614,0.01985410994850099,0.022812746968120332
Residual,0.002525103309502204,0.00020442272939555877,0.0024267070193309337,0.0026306778010136136
Latency_sec,1.2089374888895286,0.0464351490640195,1.1891042237767315,1.2330280456680662
Latency_p95_sec,1.2972177066646207,,,
Latency_p99_sec,1.309863514666601,,,
Test_count,15,,,
