agent_i,agent_j,batch_index,epoch,mean_absolute_disagreement,overlap_height,overlap_width,split
11,14,1,1,0.004414873197674751,16,16,train
11,15,1,1,0.0058877659030258656,16,40,train
12,13,1,1,0.014315175823867321,40,16,train
13,14,1,1,0.0040090312249958515,40,16,train
14,15,1,1,0.010201885364949703,40,16,train
0,1,2,1,0.01169881597161293,40,16,train
0,4,2,1,0.012245631776750088,16,40,train
0,5,2,1,0.015972888097167015,16,16,train
1,2,2,1,0.004227921366691589,40,16,train
1,4,2,1,0.0012392083881422877,16,16,train
1,5,2,1,0.004299112129956484,16,48,train
1,6,2,1,0.009548360481858253,16,16,train
2,3,2,1,0.008888797834515572,40,16,train
2,5,2,1,0.008504580706357956,16,16,train
2,6,2,1,0.013738472945988178,16,48,train
2,7,2,1,0.0020914722699671984,16,16,train
3,6,2,1,0.022577062249183655,16,16,train
3,7,2,1,0.010956235229969025,16,40,train
4,5,2,1,0.0037449344526976347,48,16,train
4,8,2,1,0.0033012619242072105,16,40,train
4,9,2,1,0.006120703648775816,16,16,train
5,6,2,1,0.00527657987549901,48,16,train
5,8,2,1,0.006782890763133764,16,16,train
5,9,2,1,0.00225724745541811,16,48,train
5,10,2,1,0.0038792509585618973,16,16,train
6,7,2,1,0.011576746590435505,48,16,train
6,9,2,1,0.0031658578664064407,16,16,train
6,10,2,1,0.0014615519903600216,16,48,train
6,11,2,1,0.010582109913229942,16,16,train
7,10,2,1,0.010008024983108044,16,16,train
7,11,2,1,0.001128573203459382,16,40,train
