agent_i,agent_j,batch_index,epoch,mean_absolute_disagreement,overlap_height,overlap_width,split
10,13,3,1,0.008789261803030968,16,16,validation
10,14,3,1,0.004759616684168577,16,48,validation
10,15,3,1,0.015147809870541096,16,16,validation
11,14,3,1,0.004481480922549963,16,16,validation
11,15,3,1,0.005918992217630148,16,40,validation
12,13,3,1,0.014262238517403603,40,16,validation
13,14,3,1,0.0040573375299572945,40,16,validation
14,15,3,1,0.010350598022341728,40,16,validation
0,1,4,1,0.011678800918161869,40,16,validation
0,4,4,1,0.012182564474642277,16,40,validation
0,5,4,1,0.015931569039821625,16,16,validation
1,2,4,1,0.004193849395960569,40,16,validation
1,4,4,1,0.0015126258367672563,16,16,validation
1,5,4,1,0.004282939247786999,16,48,validation
1,6,4,1,0.009543035179376602,16,16,validation
2,3,4,1,0.008696569129824638,40,16,validation
2,5,4,1,0.008444572798907757,16,16,validation
2,6,4,1,0.013740596361458302,16,48,validation
2,7,4,1,0.002188625745475292,16,16,validation
3,6,4,1,0.022509824484586716,16,16,validation
3,7,4,1,0.010915071703493595,16,40,validation
4,5,4,1,0.003910507075488567,48,16,validation
4,8,4,1,0.0032967589795589447,16,40,validation
4,9,4,1,0.006338887382298708,16,16,validation
5,6,4,1,0.005278418771922588,48,16,validation
5,8,4,1,0.006835076957941055,16,16,validation
5,9,4,1,0.002282634610310197,16,48,validation
5,10,4,1,0.003857187693938613,16,16,validation
6,7,4,1,0.011586165055632591,48,16,validation
6,9,4,1,0.003155974205583334,16,16,validation
6,10,4,1,0.00143539160490036,16,48,validation
6,11,4,1,0.010704424232244492,16,16,validation
7,10,4,1,0.010216722264885902,16,16,validation
7,11,4,1,0.0010305829346179962,16,40,validation
8,9,4,1,0.009098267182707787,48,16,validation
8,12,4,1,0.012511388398706913,16,40,validation
8,13,4,1,0.001763519598171115,16,16,validation
9,10,4,1,0.00195521954447031,48,16,validation
9,12,4,1,0.021547751501202583,16,16,validation
9,13,4,1,0.007277747616171837,16,48,validation
9,14,4,1,0.00317749404348433,16,16,validation
10,11,4,1,0.009226508438587189,48,16,validation
10,13,4,1,0.008803283795714378,16,16,validation
10,14,4,1,0.0047802068293094635,16,48,validation
10,15,4,1,0.015135858207941055,16,16,validation
11,14,4,1,0.004454602021723986,16,16,validation
11,15,4,1,0.005952905397862196,16,40,validation
12,13,4,1,0.01429757196456194,40,16,validation
13,14,4,1,0.00403948687016964,40,16,validation
14,15,4,1,0.010364111512899399,40,16,validation
0,1,0,2,0.0191465076059103,40,16,train
0,4,0,2,0.011615154333412647,16,40,train
0,5,0,2,0.01696111634373665,16,16,train
1,2,0,2,0.004736799281090498,40,16,train
1,4,0,2,0.007396417669951916,16,16,train
1,5,0,2,0.0031696076039224863,16,48,train
1,6,0,2,0.007424331270158291,16,16,train
2,3,0,2,0.00665657315403223,40,16,train
2,5,0,2,0.002589352196082473,16,16,train
2,6,0,2,0.003190083196386695,16,48,train
2,7,0,2,0.0018516682321205735,16,16,train
3,6,0,2,0.003933347295969725,16,16,train
3,7,0,2,0.00461658975109458,16,40,train
4,5,0,2,0.005226315930485725,48,16,train
4,8,0,2,0.0011523922439664602,16,40,train
4,9,0,2,0.01362595334649086,16,16,train
5,6,0,2,0.0054412162862718105,48,16,train
5,8,0,2,0.006529239472001791,16,16,train
5,9,0,2,0.009619423188269138,16,48,train
5,10,0,2,0.005681643262505531,16,16,train
6,7,0,2,0.0012046413030475378,48,16,train
6,9,0,2,0.013618632219731808,16,16,train
6,10,0,2,0.010633970610797405,16,48,train
6,11,0,2,0.0011406701523810625,16,16,train
7,10,0,2,0.009392338804900646,16,16,train
7,11,0,2,0.0009688930585980415,16,40,train
8,9,0,2,0.014458631165325642,48,16,train
8,12,0,2,0.011041662655770779,16,40,train
8,13,0,2,0.0007472935831174254,16,16,train
9,10,0,2,0.0038969048764556646,48,16,train
9,12,0,2,0.02563280053436756,16,16,train
9,13,0,2,0.015143133699893951,16,48,train
9,14,0,2,0.015246443450450897,16,16,train
10,11,0,2,0.009120594710111618,48,16,train
10,13,0,2,0.012223385274410248,16,16,train
10,14,0,2,0.01243242621421814,16,48,train
10,15,0,2,0.020128753036260605,16,16,train
11,14,0,2,0.0034366475883871317,16,16,train
11,15,0,2,0.010964827612042427,16,40,train
12,13,0,2,0.010661045089364052,40,16,train
13,14,0,2,0.00026807814720086753,40,16,train
14,15,0,2,0.007905210368335247,40,16,train
0,1,1,2,0.01892467588186264,40,16,train
0,4,1,2,0.011645585298538208,16,40,train
0,5,1,2,0.016841325908899307,16,16,train
1,2,1,2,0.004723845981061459,40,16,train
1,4,1,2,0.007420051842927933,16,16,train
1,5,1,2,0.003202656051144004,16,48,train
1,6,1,2,0.007214712910354137,16,16,train
2,3,1,2,0.006228123791515827,40,16,train
2,5,1,2,0.0024762193206697702,16,16,train
2,6,1,2,0.002829671371728182,16,48,train
2,7,1,2,0.0017952624475583434,16,16,train
3,6,1,2,0.003925650846213102,16,16,train
3,7,1,2,0.004663839470595121,16,40,train
4,5,1,2,0.005228683352470398,48,16,train
4,8,1,2,0.0011514286743476987,16,40,train
4,9,1,2,0.013607177883386612,16,16,train
5,6,1,2,0.005227616522461176,48,16,train
5,8,1,2,0.006515306420624256,16,16,train
5,9,1,2,0.009579509496688843,16,48,train
5,10,1,2,0.005675879772752523,16,16,train
6,7,1,2,0.0011269239475950599,48,16,train
6,9,1,2,0.01352161169052124,16,16,train
6,10,1,2,0.010450194589793682,16,48,train
6,11,1,2,0.0011732038110494614,16,16,train
7,10,1,2,0.009403259493410587,16,16,train
7,11,1,2,0.0009505343623459339,16,40,train
8,9,1,2,0.01436520740389824,48,16,train
8,12,1,2,0.011233250610530376,16,40,train
8,13,1,2,0.0007700122077949345,16,16,train
9,10,1,2,0.0038227736949920654,48,16,train
9,12,1,2,0.025693541392683983,16,16,train
9,13,1,2,0.015101027674973011,16,48,train
9,14,1,2,0.015441657043993473,16,16,train
10,11,1,2,0.009400950744748116,48,16,train
10,13,1,2,0.012166101485490799,16,16,train
10,14,1,2,0.012388884089887142,16,48,train
10,15,1,2,0.020762324333190918,16,16,train
11,14,1,2,0.0034370284993201494,16,16,train
11,15,1,2,0.010991128161549568,16,40,train
12,13,1,2,0.01071454118937254,40,16,train
13,14,1,2,0.00016272631182800978,40,16,train
14,15,1,2,0.008012471720576286,40,16,train
0,1,2,2,0.018913952633738518,40,16,train
0,4,2,2,0.01180855743587017,16,40,train
0,5,2,2,0.016729846596717834,16,16,train
1,2,2,2,0.004666355904191732,40,16,train
1,4,2,2,0.007437231484800577,16,16,train
1,5,2,2,0.003199154045432806,16,48,train
1,6,2,2,0.007601104211062193,16,16,train
2,3,2,2,0.006049644201993942,40,16,train
2,5,2,2,0.0026487158611416817,16,16,train
2,6,2,2,0.0028228864539414644,16,48,train
2,7,2,2,0.0016354515682905912,16,16,train
3,6,2,2,0.003894803812727332,16,16,train
3,7,2,2,0.004586839582771063,16,40,train
4,5,2,2,0.005206611938774586,48,16,train
4,8,2,2,0.0011361989891156554,16,40,train
4,9,2,2,0.013667838647961617,16,16,train
5,6,2,2,0.005222017876803875,48,16,train
5,8,2,2,0.006448738742619753,16,16,train
5,9,2,2,0.009543956257402897,16,48,train
5,10,2,2,0.0056942240335047245,16,16,train
6,7,2,2,0.0011647549690678716,48,16,train
6,9,2,2,0.013335827738046646,16,16,train
6,10,2,2,0.010471812449395657,16,48,train
6,11,2,2,0.0015160641632974148,16,16,train
7,10,2,2,0.00953662395477295,16,16,train
7,11,2,2,0.0010475178714841604,16,40,train
8,9,2,2,0.014380833134055138,48,16,train
8,12,2,2,0.011321070604026318,16,40,train
8,13,2,2,0.0007609748863615096,16,16,train
9,10,2,2,0.003848854685202241,48,16,train
9,12,2,2,0.025682969018816948,16,16,train
9,13,2,2,0.015193833969533443,16,48,train
9,14,2,2,0.015330689027905464,16,16,train
10,11,2,2,0.009484580717980862,48,16,train
10,13,2,2,0.012214209884405136,16,16,train
10,14,2,2,0.012393119744956493,16,48,train
10,15,2,2,0.0203141737729311,16,16,train
11,14,2,2,0.0034524518996477127,16,16,train
11,15,2,2,0.01096823625266552,16,40,train
12,13,2,2,0.010532159358263016,40,16,train
13,14,2,2,0.00017910149472299963,40,16,train
14,15,2,2,0.007882080040872097,40,16,train
0,1,3,2,0.01907588727772236,40,16,train
0,4,3,2,0.012027399614453316,16,40,train
0,5,3,2,0.017556704580783844,16,16,train
1,2,3,2,0.004683101549744606,40,16,train
1,4,3,2,0.00727262906730175,16,16,train
1,5,3,2,0.0033792380709201097,16,48,train
1,6,3,2,0.007291116286069155,16,16,train
2,3,3,2,0.006254551000893116,40,16,train
2,5,3,2,0.002513621235266328,16,16,train
2,6,3,2,0.002825933275744319,16,48,train
2,7,3,2,0.0017308765091001987,16,16,train
3,6,3,2,0.003909989260137081,16,16,train
3,7,3,2,0.004496260546147823,16,40,train
4,5,3,2,0.005214251112192869,48,16,train
4,8,3,2,0.0011443340918049216,16,40,train
4,9,3,2,0.013706347905099392,16,16,train
5,6,3,2,0.005368024576455355,48,16,train
5,8,3,2,0.0064143105410039425,16,16,train
5,9,3,2,0.009566385298967361,16,48,train
5,10,3,2,0.00570435868576169,16,16,train
6,7,3,2,0.0010601644171401858,48,16,train
6,9,3,2,0.013440348207950592,16,16,train
6,10,3,2,0.010504433885216713,16,48,train
6,11,3,2,0.0012822202406823635,16,16,train
7,10,3,2,0.009454387240111828,16,16,train
7,11,3,2,0.0009381766431033611,16,40,train
8,9,3,2,0.014284934848546982,48,16,train
8,12,3,2,0.0111988615244627,16,40,train
8,13,3,2,0.0007680066046305001,16,16,train
9,10,3,2,0.003872969886288047,48,16,train
9,12,3,2,0.02576870657503605,16,16,train
9,13,3,2,0.015146453864872456,16,48,train
9,14,3,2,0.015335893258452415,16,16,train
10,11,3,2,0.009364210069179535,48,16,train
10,13,3,2,0.012202070094645023,16,16,train
10,14,3,2,0.012456907890737057,16,48,train
10,15,3,2,0.020193152129650116,16,16,train
11,14,3,2,0.003432424971833825,16,16,train
11,15,3,2,0.010983692482113838,16,40,train
12,13,3,2,0.01065798383206129,40,16,train
13,14,3,2,0.0002441518008708954,40,16,train
14,15,3,2,0.007847384549677372,40,16,train
0,1,4,2,0.018853072077035904,40,16,train
0,4,4,2,0.011777348816394806,16,40,train
0,5,4,2,0.016714008525013924,16,16,train
1,2,4,2,0.004667183849960566,40,16,train
1,4,4,2,0.007442343980073929,16,16,train
1,5,4,2,0.0032626648899167776,16,48,train
1,6,4,2,0.007825198583304882,16,16,train
2,3,4,2,0.0062782047316432,40,16,train
2,5,4,2,0.0027502926532179117,16,16,train
2,6,4,2,0.0031245967838913202,16,48,train
2,7,4,2,0.0017258196603506804,16,16,train
3,6,4,2,0.0039221541956067085,16,16,train
3,7,4,2,0.004631686955690384,16,40,train
4,5,4,2,0.005175602622330189,48,16,train
4,8,4,2,0.001307544531300664,16,40,train
4,9,4,2,0.013666409067809582,16,16,train
5,6,4,2,0.00618185056373477,48,16,train
5,8,4,2,0.006432686932384968,16,16,train
5,9,4,2,0.009610959328711033,16,48,train
5,10,4,2,0.005689569748938084,16,16,train
6,7,4,2,0.0010469619883224368,48,16,train
6,9,4,2,0.013795373030006886,16,16,train
6,10,4,2,0.010756762698292732,16,48,train
6,11,4,2,0.0013293363153934479,16,16,train
7,10,4,2,0.009459654800593853,16,16,train
7,11,4,2,0.0010141537059098482,16,40,train
8,9,4,2,0.014338027685880661,48,16,train
8,12,4,2,0.011339024640619755,16,40,train
8,13,4,2,0.0007788497023284435,16,16,train
9,10,4,2,0.0038980713579803705,48,16,train
9,12,4,2,0.025765500962734222,16,16,train
9,13,4,2,0.015051202848553658,16,48,train
9,14,4,2,0.015206446871161461,16,16,train
10,11,4,2,0.00936738308519125,48,16,train
10,13,4,2,0.012234029360115528,16,16,train
10,14,4,2,0.012440488673746586,16,48,train
10,15,4,2,0.020550735294818878,16,16,train
11,14,4,2,0.0034690327011048794,16,16,train
11,15,4,2,0.01098245196044445,16,40,train
12,13,4,2,0.010786337777972221,40,16,train
13,14,4,2,0.00024206018133554608,40,16,train
14,15,4,2,0.007952554151415825,40,16,train
0,1,0,2,0.019207172095775604,40,16,validation
0,4,0,2,0.012069112621247768,16,40,validation
0,5,0,2,0.017527170479297638,16,16,validation
1,2,0,2,0.004710453096777201,40,16,validation
1,4,0,2,0.00728520518168807,16,16,validation
1,5,0,2,0.003256527241319418,16,48,validation
1,6,0,2,0.0076541900634765625,16,16,validation
2,3,0,2,0.0063127498142421246,40,16,validation
2,5,0,2,0.0026824974920600653,16,16,validation
2,6,0,2,0.0029113679192960262,16,48,validation
2,7,0,2,0.001731067313812673,16,16,validation
3,6,0,2,0.003912576474249363,16,16,validation
3,7,0,2,0.004652317147701979,16,40,validation
4,5,0,2,0.005192553624510765,48,16,validation
4,8,0,2,0.001011732849292457,16,40,validation
4,9,0,2,0.013997068628668785,16,16,validation
5,6,0,2,0.005298853851854801,48,16,validation
5,8,0,2,0.005990104749798775,16,16,validation
5,9,0,2,0.00945546105504036,16,48,validation
5,10,0,2,0.005685324780642986,16,16,validation
6,7,0,2,0.0011995856184512377,48,16,validation
6,9,0,2,0.013387715443968773,16,16,validation
6,10,0,2,0.010421262122690678,16,48,validation
6,11,0,2,0.0012916343985125422,16,16,validation
7,10,0,2,0.009448188357055187,16,16,validation
7,11,0,2,0.0009449796634726226,16,40,validation
8,9,0,2,0.014421200379729271,48,16,validation
8,12,0,2,0.011591434478759766,16,40,validation
8,13,0,2,0.0007738040294498205,16,16,validation
9,10,0,2,0.003835903014987707,48,16,validation
9,12,0,2,0.025844480842351913,16,16,validation
9,13,0,2,0.015126176178455353,16,48,validation
9,14,0,2,0.015290915966033936,16,16,validation
10,11,0,2,0.009368998929858208,48,16,validation
10,13,0,2,0.012222060933709145,16,16,validation
10,14,0,2,0.012417779304087162,16,48,validation
10,15,0,2,0.02036912925541401,16,16,validation
11,14,0,2,0.003449698444455862,16,16,validation
11,15,0,2,0.010981199331581593,16,40,validation
12,13,0,2,0.010653525590896606,40,16,validation
13,14,0,2,0.0002663829945959151,40,16,validation
14,15,0,2,0.007928324863314629,40,16,validation
0,1,1,2,0.019095003604888916,40,16,validation
0,4,1,2,0.011882495135068893,16,40,validation
0,5,1,2,0.01718132197856903,16,16,validation
1,2,1,2,0.004708605818450451,40,16,validation
1,4,1,2,0.007352226879447699,16,16,validation
1,5,1,2,0.003217441728338599,16,48,validation
1,6,1,2,0.007333564572036266,16,16,validation
2,3,1,2,0.006157875061035156,40,16,validation
2,5,1,2,0.0025462890043854713,16,16,validation
2,6,1,2,0.002849697833880782,16,48,validation
2,7,1,2,0.001661563408561051,16,16,validation
3,6,1,2,0.003896621521562338,16,16,validation
3,7,1,2,0.004584846552461386,16,40,validation
4,5,1,2,0.005171905271708965,48,16,validation
4,8,1,2,0.0011015812633559108,16,40,validation
4,9,1,2,0.0138487434014678,16,16,validation
5,6,1,2,0.0051611620001494884,48,16,validation
5,8,1,2,0.006191287189722061,16,16,validation
5,9,1,2,0.00946141593158245,16,48,validation
5,10,1,2,0.005680781789124012,16,16,validation
6,7,1,2,0.0012330811005085707,48,16,validation
6,9,1,2,0.013511529192328453,16,16,validation
6,10,1,2,0.010636785998940468,16,48,validation
6,11,1,2,0.0013288790360093117,16,16,validation
7,10,1,2,0.009462779387831688,16,16,validation
7,11,1,2,0.001002763514406979,16,40,validation
8,9,1,2,0.014463408850133419,48,16,validation
8,12,1,2,0.011408472433686256,16,40,validation
8,13,1,2,0.0007669810438528657,16,16,validation
9,10,1,2,0.0038129957392811775,48,16,validation
9,12,1,2,0.0257997028529644,16,16,validation
9,13,1,2,0.015127292834222317,16,48,validation
9,14,1,2,0.015446985140442848,16,16,validation
10,11,1,2,0.009303008206188679,48,16,validation
10,13,1,2,0.01217430830001831,16,16,validation
10,14,1,2,0.012359381653368473,16,48,validation
10,15,1,2,0.020133126527071,16,16,validation
11,14,1,2,0.0034282044507563114,16,16,validation
11,15,1,2,0.010967327281832695,16,40,validation
12,13,1,2,0.010594733990728855,40,16,validation
13,14,1,2,0.00020590504573192447,40,16,validation
14,15,1,2,0.007801273837685585,40,16,validation
0,1,2,2,0.018980400636792183,40,16,validation
0,4,2,2,0.011452033184468746,16,40,validation
0,5,2,2,0.016501735895872116,16,16,validation
1,2,2,2,0.004647811874747276,40,16,validation
1,4,2,2,0.007487891707569361,16,16,validation
1,5,2,2,0.0032322045881301165,16,48,validation
1,6,2,2,0.007987146265804768,16,16,validation
2,3,2,2,0.006389802787452936,40,16,validation
2,5,2,2,0.0028356523253023624,16,16,validation
2,6,2,2,0.003294609719887376,16,48,validation
2,7,2,2,0.0018136021681129932,16,16,validation
3,6,2,2,0.003917241003364325,16,16,validation
3,7,2,2,0.00465784128755331,16,40,validation
4,5,2,2,0.005153103265911341,48,16,validation
4,8,2,2,0.0010320680448785424,16,40,validation
4,9,2,2,0.013927719555795193,16,16,validation
5,6,2,2,0.005864809267222881,48,16,validation
5,8,2,2,0.006104020867496729,16,16,validation
5,9,2,2,0.00953715667128563,16,48,validation
5,10,2,2,0.005691978149116039,16,16,validation
6,7,2,2,0.0014911984326317906,48,16,validation
6,9,2,2,0.013619869947433472,16,16,validation
6,10,2,2,0.010633797384798527,16,48,validation
6,11,2,2,0.0014849620638415217,16,16,validation
7,10,2,2,0.009534225799143314,16,16,validation
7,11,2,2,0.001118744839914143,16,40,validation
8,9,2,2,0.014499979093670845,48,16,validation
8,12,2,2,0.011404001154005527,16,40,validation
8,13,2,2,0.0007620455580763519,16,16,validation
9,10,2,2,0.0038990648463368416,48,16,validation
9,12,2,2,0.025819405913352966,16,16,validation
9,13,2,2,0.015106803737580776,16,48,validation
9,14,2,2,0.01532509084790945,16,16,validation
10,11,2,2,0.009334532544016838,48,16,validation
10,13,2,2,0.01219662930816412,16,16,validation
10,14,2,2,0.01239637192338705,16,48,validation
10,15,2,2,0.02019592374563217,16,16,validation
11,14,2,2,0.00343514047563076,16,16,validation
11,15,2,2,0.010967489331960678,16,40,validation
12,13,2,2,0.010910886339843273,40,16,validation
13,14,2,2,0.00027249986305832863,40,16,validation
14,15,2,2,0.007796363905072212,40,16,validation
0,1,3,2,0.019028233364224434,40,16,validation
0,4,3,2,0.012037273496389389,16,40,validation
0,5,3,2,0.017624735832214355,16,16,validation
1,2,3,2,0.004720473196357489,40,16,validation
1,4,3,2,0.0072691659443080425,16,16,validation
1,5,3,2,0.003279917873442173,16,48,validation
1,6,3,2,0.007930039428174496,16,16,validation
2,3,3,2,0.006542031187564135,40,16,validation
2,5,3,2,0.002734797541052103,16,16,validation
2,6,3,2,0.003282110672444105,16,48,validation
2,7,3,2,0.0018403831636533141,16,16,validation
3,6,3,2,0.003923589363694191,16,16,validation
3,7,3,2,0.004699275828897953,16,40,validation
4,5,3,2,0.005182646680623293,48,16,validation
4,8,3,2,0.0010441913036629558,16,40,validation
4,9,3,2,0.013939007185399532,16,16,validation
5,6,3,2,0.005578870885074139,48,16,validation
5,8,3,2,0.006061288062483072,16,16,validation
5,9,3,2,0.009570012800395489,16,48,validation
5,10,3,2,0.005690425168722868,16,16,validation
6,7,3,2,0.0012706703273579478,48,16,validation
6,9,3,2,0.013561568222939968,16,16,validation
6,10,3,2,0.010824276134371758,16,48,validation
6,11,3,2,0.0014480911195278168,16,16,validation
7,10,3,2,0.009514953941106796,16,16,validation
7,11,3,2,0.0011677045840770006,16,40,validation
8,9,3,2,0.01450242381542921,48,16,validation
8,12,3,2,0.011043787002563477,16,40,validation
8,13,3,2,0.0008029623422771692,16,16,validation
9,10,3,2,0.003940938971936703,48,16,validation
9,12,3,2,0.025755340233445168,16,16,validation
9,13,3,2,0.01500480342656374,16,48,validation
9,14,3,2,0.015113599598407745,16,16,validation
10,11,3,2,0.009360632859170437,48,16,validation
10,13,3,2,0.012274036183953285,16,16,validation
10,14,3,2,0.012430128641426563,16,48,validation
10,15,3,2,0.02014096826314926,16,16,validation
11,14,3,2,0.003441694425418973,16,16,validation
11,15,3,2,0.010967620648443699,16,40,validation
12,13,3,2,0.010476375930011272,40,16,validation
13,14,3,2,0.00022483961947727948,40,16,validation
14,15,3,2,0.0077981664799153805,40,16,validation
0,1,4,2,0.019127506762742996,40,16,validation
0,4,4,2,0.011960265226662159,16,40,validation
0,5,4,2,0.01789937913417816,16,16,validation
1,2,4,2,0.004708545748144388,40,16,validation
1,4,4,2,0.0072019887156784534,16,16,validation
1,5,4,2,0.0032071101013571024,16,48,validation
1,6,4,2,0.007375202141702175,16,16,validation
2,3,4,2,0.006532122381031513,40,16,validation
2,5,4,2,0.0025365417823195457,16,16,validation
2,6,4,2,0.0029085814021527767,16,48,validation
2,7,4,2,0.001773926429450512,16,16,validation
3,6,4,2,0.003915000706911087,16,16,validation
3,7,4,2,0.004753743298351765,16,40,validation
4,5,4,2,0.005328257568180561,48,16,validation
4,8,4,2,0.0012229570420458913,16,40,validation
4,9,4,2,0.01348485704511404,16,16,validation
5,6,4,2,0.005226209294050932,48,16,validation
5,8,4,2,0.0067365835420787334,16,16,validation
5,9,4,2,0.009643678553402424,16,48,validation
5,10,4,2,0.005683164112269878,16,16,validation
6,7,4,2,0.0011187619529664516,48,16,validation
6,9,4,2,0.013361378572881222,16,16,validation
6,10,4,2,0.010294068604707718,16,48,validation
6,11,4,2,0.001096581108868122,16,16,validation
7,10,4,2,0.00937412865459919,16,16,validation
7,11,4,2,0.0009088305523619056,16,40,validation
8,9,4,2,0.01420163456350565,48,16,validation
8,12,4,2,0.011046312749385834,16,40,validation
8,13,4,2,0.0007646773010492325,16,16,validation
9,10,4,2,0.003827587701380253,48,16,validation
9,12,4,2,0.025727134197950363,16,16,validation
9,13,4,2,0.015020041726529598,16,48,validation
9,14,4,2,0.015382844023406506,16,16,validation
10,11,4,2,0.009240256622433662,48,16,validation
10,13,4,2,0.012180346995592117,16,16,validation
10,14,4,2,0.012351615354418755,16,48,validation
10,15,4,2,0.020128320902585983,16,16,validation
11,14,4,2,0.0034275802318006754,16,16,validation
11,15,4,2,0.010967742651700974,16,40,validation
12,13,4,2,0.010595900006592274,40,16,validation
13,14,4,2,0.0002477140224073082,40,16,validation
14,15,4,2,0.007778173312544823,40,16,validation
0,1,0,3,0.013175754807889462,40,16,train
0,4,0,3,0.011101549491286278,16,40,train
0,5,0,3,0.01686279848217964,16,16,train
1,2,0,3,0.0030870474874973297,40,16,train
1,4,0,3,0.001901439856737852,16,16,train
1,5,0,3,0.003818945027887821,16,48,train
1,6,0,3,0.008488601073622704,16,16,train
2,3,0,3,0.0016987471608445048,40,16,train
2,5,0,3,0.0008015736239030957,16,16,train
2,6,0,3,0.005530944559723139,16,48,train
2,7,0,3,0.00414090882986784,16,16,train
3,6,0,3,0.007260448299348354,16,16,train
3,7,0,3,0.005866433959454298,16,40,train
4,5,0,3,0.005719958804547787,48,16,train
4,8,0,3,0.003957303240895271,16,40,train
4,9,0,3,0.027664000168442726,16,16,train
5,6,0,3,0.004681220278143883,48,16,train
5,8,0,3,0.009491750039160252,16,16,train
5,9,0,3,0.02178846299648285,16,48,train
5,10,0,3,0.011396505869925022,16,16,train
6,7,0,3,0.0012879787245765328,48,16,train
6,9,0,3,0.01702696643769741,16,16,train
6,10,0,3,0.006598626729100943,16,48,train
6,11,0,3,0.00899170245975256,16,16,train
7,10,0,3,0.007379722781479359,16,16,train
7,11,0,3,0.007947854697704315,16,40,train
8,9,0,3,0.031002232804894447,48,16,train
8,12,0,3,0.007243842352181673,16,40,train
8,13,0,3,0.0015824701404199004,16,16,train
9,10,0,3,0.010289990343153477,48,16,train
9,12,0,3,0.037944450974464417,16,16,train
9,13,0,3,0.030784720554947853,16,48,train
9,14,0,3,0.02470177225768566,16,16,train
10,11,0,3,0.015363180078566074,48,16,train
10,13,0,3,0.021031618118286133,16,16,train
10,14,0,3,0.01410498283803463,16,48,train
10,15,0,3,0.02386125549674034,16,16,train
11,14,0,3,0.0018074619583785534,16,16,train
11,15,0,3,0.008563954383134842,16,40,train
12,13,0,3,0.008928430266678333,40,16,train
13,14,0,3,0.006649591960012913,40,16,train
14,15,0,3,0.010170484893023968,40,16,train
0,1,1,3,0.012987351976335049,40,16,train
0,4,1,3,0.011107213795185089,16,40,train
0,5,1,3,0.01681624725461006,16,16,train
1,2,1,3,0.0030763382092118263,40,16,train
1,4,1,3,0.0018870390485972166,16,16,train
1,5,1,3,0.003811625996604562,16,48,train
1,6,1,3,0.008489432744681835,16,16,train
2,3,1,3,0.0016389010706916451,40,16,train
2,5,1,3,0.0007922795484773815,16,16,train
2,6,1,3,0.0054919240064918995,16,48,train
2,7,1,3,0.004179585725069046,16,16,train
3,6,1,3,0.007218413520604372,16,16,train
3,7,1,3,0.005857257172465324,16,40,train
4,5,1,3,0.005733896512538195,48,16,train
4,8,1,3,0.003980859648436308,16,40,train
4,9,1,3,0.027676738798618317,16,16,train
5,6,1,3,0.004667417146265507,48,16,train
5,8,1,3,0.00947139784693718,16,16,train
5,9,1,3,0.021653732284903526,16,48,train
5,10,1,3,0.01121652964502573,16,16,train
6,7,1,3,0.001262093661352992,48,16,train
6,9,1,3,0.016808444634079933,16,16,train
6,10,1,3,0.006433493923395872,16,48,train
6,11,1,3,0.009071527980268002,16,16,train
7,10,1,3,0.007481278385967016,16,16,train
7,11,1,3,0.007937071844935417,16,40,train
8,9,1,3,0.031167736276984215,48,16,train
8,12,1,3,0.007181440480053425,16,40,train
8,13,1,3,0.0017463162075728178,16,16,train
9,10,1,3,0.010226085782051086,48,16,train
9,12,1,3,0.038120120763778687,16,16,train
9,13,1,3,0.030883055180311203,16,48,train
9,14,1,3,0.02369585819542408,16,16,train
10,11,1,3,0.0161590538918972,48,16,train
10,13,1,3,0.019902624189853668,16,16,train
10,14,1,3,0.013984313234686852,16,48,train
10,15,1,3,0.02497389167547226,16,16,train
11,14,1,3,0.0021784433629363775,16,16,train
11,15,1,3,0.008438844233751297,16,40,train
12,13,1,3,0.008963980711996555,40,16,train
13,14,1,3,0.006461826153099537,40,16,train
14,15,1,3,0.010140224359929562,40,16,train
0,1,2,3,0.01298026368021965,40,16,train
0,4,2,3,0.011170551180839539,16,40,train
0,5,2,3,0.016780994832515717,16,16,train
1,2,2,3,0.003037854563444853,40,16,train
1,4,2,3,0.0018656653119251132,16,16,train
1,5,2,3,0.003808575449511409,16,48,train
1,6,2,3,0.008485415950417519,16,16,train
2,3,2,3,0.0016233950154855847,40,16,train
2,5,2,3,0.0008243469637818635,16,16,train
2,6,2,3,0.005487851332873106,16,48,train
2,7,2,3,0.004269011784344912,16,16,train
3,6,2,3,0.007063174620270729,16,16,train
3,7,2,3,0.005869783461093903,16,40,train
4,5,2,3,0.005714975763112307,48,16,train
4,8,2,3,0.003964747302234173,16,40,train
4,9,2,3,0.027554649859666824,16,16,train
5,6,2,3,0.004666065331548452,48,16,train
5,8,2,3,0.009504906833171844,16,16,train
5,9,2,3,0.02146053873002529,16,48,train
5,10,2,3,0.01079169288277626,16,16,train
6,7,2,3,0.0012775567593052983,48,16,train
6,9,2,3,0.016319788992404938,16,16,train
6,10,2,3,0.006470703054219484,16,48,train
6,11,2,3,0.00965875107795,16,16,train
7,10,2,3,0.008448634296655655,16,16,train
7,11,2,3,0.008063694462180138,16,40,train
8,9,2,3,0.03112712875008583,48,16,train
8,12,2,3,0.007151313591748476,16,40,train
8,13,2,3,0.0016984042013064027,16,16,train
9,10,2,3,0.010266106575727463,48,16,train
9,12,2,3,0.03806283324956894,16,16,train
9,13,2,3,0.030639203265309334,16,48,train
9,14,2,3,0.02428450621664524,16,16,train
10,11,2,3,0.016406191512942314,48,16,train
10,13,2,3,0.020465049892663956,16,16,train
10,14,2,3,0.014064240269362926,16,48,train
