agent_id,epoch,mean_dominant_probability,mean_effective_experts,mean_gate_entropy,mean_influence_weight,mean_normalized_gate_entropy,modal_expert,modal_expert_fraction,n_observations,split,std_gate_entropy,unique_dominant_experts
7,1,0.25098217725753785,3.999951648712158,1.3862822771072387,0.035279936715960504,0.9999912858009339,1,0.6,5,validation,1.24629307162143e-06,2
8,1,0.2582984328269958,3.998053550720215,1.3858076333999634,0.09526383839547634,0.9996488928794861,2,1.0,5,validation,1.087486703090714e-05,1
9,1,0.261567747592926,3.9964056491851805,1.385395383834839,0.034061828162521124,0.9993515253067017,3,1.0,5,validation,3.824095771079492e-05,1
10,1,0.2552144885063171,3.999277114868164,1.3861136436462402,0.03004615195095539,0.9998696327209473,0,1.0,5,validation,1.9073486328125e-06,1
11,1,0.25674680471420286,3.998966836929321,1.3860360145568849,0.016903775557875634,0.9998136401176453,0,1.0,5,validation,9.067902048053994e-06,1
12,1,0.2595186471939087,3.998949670791626,1.386031723022461,0.09289416372776031,0.9998105525970459,0,1.0,5,validation,4.6410551054508795e-06,1
13,1,0.2562036395072937,3.999227523803711,1.386101245880127,0.11529203206300735,0.999860692024231,0,1.0,5,validation,1.6458870496134848e-05,1
14,1,0.2586959660053253,3.9977582931518554,1.3857337713241578,0.13019109815359114,0.9995956063270569,1,1.0,5,validation,2.541613622520139e-05,1
15,1,0.2670961141586304,3.996550750732422,1.385431671142578,0.08266095072031021,0.9993776798248291,3,1.0,5,validation,2.9667717223255513e-05,1
0,2,0.2530586183071136,3.9997108459472654,1.3862220764160156,0.04882291816174984,0.9999478697776795,1,1.0,5,train,1.7163653988767588e-06,1
1,2,0.2585748791694641,3.99757981300354,1.38568913936615,0.07866157367825508,0.9995634317398071,0,1.0,5,train,9.936292725854342e-06,1
2,2,0.2696524798870087,3.994036865234375,1.384802484512329,0.05763753019273281,0.9989238500595092,1,1.0,5,train,2.4132948339080105e-05,1
3,2,0.2589606702327728,3.9990604877471925,1.3860594272613525,0.06202042549848556,0.9998305320739747,3,1.0,5,train,2.825285311880725e-06,1
4,2,0.252525395154953,3.999740982055664,1.3862296104431153,0.0460283350199461,0.999953293800354,3,1.0,5,train,1.019918901262638e-06,1
5,2,0.2695148527622223,3.993925905227661,1.3847746849060059,0.007466391334310174,0.9989037871360779,3,1.0,5,train,3.056445749298671e-05,1
6,2,0.2849124252796173,3.979380559921265,1.3811261653900146,0.015582595951855183,0.9962719202041626,3,1.0,5,train,6.830936738744815e-05,1
7,2,0.25177215933799746,3.9999489784240723,1.3862816095352173,0.08039810881018639,0.9999908089637757,2,1.0,5,train,5.591411304263389e-07,1
8,2,0.25790512561798096,3.9984200954437257,1.3858993291854858,0.12321643494069576,0.9997150421142578,2,1.0,5,train,3.049055780841858e-06,1
9,2,0.2606074631214142,3.996958303451538,1.3855336427688598,0.057710258103907106,0.9994512677192688,3,1.0,5,train,1.4670154977485194e-05,1
10,2,0.26683536171913147,3.9952425956726074,1.3851042985916138,0.05631335973739624,0.9991415500640869,0,1.0,5,train,1.4622952195081695e-05,1
11,2,0.2579122006893158,3.99839825630188,1.3858938694000245,0.06694607809185982,0.9997111082077026,0,1.0,5,train,9.85212672275607e-06,1
12,2,0.2569317400455475,3.9989731311798096,1.3860375881195068,0.03704526275396347,0.999814772605896,0,1.0,5,train,6.0286201517535604e-06,1
13,2,0.2541530966758728,3.999749279022217,1.3862316846847533,0.0739637553691864,0.9999547839164734,0,1.0,5,train,4.767179340086866e-06,1
14,2,0.2561756193637848,3.99890341758728,1.3860201597213746,0.10920225679874421,0.9998021960258484,1,1.0,5,train,2.4309401980466387e-05,1
15,2,0.2704979956150055,3.995245361328125,1.3851049900054933,0.07898467630147935,0.999142050743103,3,1.0,5,train,3.399005757916266e-05,1
0,2,0.2530696451663971,3.999715518951416,1.3862232446670533,0.040263913571834564,0.9999487042427063,1,1.0,5,validation,1.979735772888067e-06,1
1,2,0.2586582899093628,3.9975304126739504,1.3856767654418944,0.06985571086406708,0.9995545029640198,0,1.0,5,validation,2.258259450286176e-05,1
2,2,0.2692597031593323,3.994074821472168,1.3848119735717774,0.04748228006064892,0.9989306926727295,1,1.0,5,validation,6.168663199664608e-06,1
3,2,0.25901392102241516,3.999046468734741,1.3860559225082398,0.064277895539999,0.9998280048370362,3,1.0,5,validation,3.1913820790349244e-06,1
4,2,0.2524791121482849,3.9997381210327148,1.386228895187378,0.04064274840056896,0.99995276927948,3,0.8,5,validation,7.27078947161527e-07,2
5,2,0.26929588317871095,3.994008111953735,1.3847952604293823,0.005800071824342013,0.9989186286926269,3,1.0,5,validation,3.667227296823737e-05,1
6,2,0.28491768836975095,3.9792778968811033,1.3811003684997558,0.01693026628345251,0.9962533235549926,3,1.0,5,validation,0.00012445788383446435,1
7,2,0.2514968693256378,3.999949836730957,1.3862818241119386,0.09120086580514908,0.999990952014923,2,1.0,5,validation,1.5542989743239042e-07,1
8,2,0.2578047811985016,3.9984227657318114,1.3858999967575074,0.10872572958469391,0.999715530872345,2,1.0,5,validation,8.84256551086756e-06,1
9,2,0.26066309213638306,3.996911334991455,1.3855218887329102,0.05883357357233763,0.9994427680969238,3,1.0,5,validation,2.978228849339903e-05,1
10,2,0.26683119535446165,3.9952428340911865,1.3851043462753296,0.0686070404946804,0.9991415858268737,0,1.0,5,validation,1.7595307290708162e-05,1
11,2,0.25801342725753784,3.9983520030975344,1.38588228225708,0.08594610318541526,0.9997027397155762,0,1.0,5,validation,1.1591348846265493e-05,1
12,2,0.2569223940372467,3.9989659786224365,1.3860357999801636,0.030105068534612655,0.9998134732246399,0,1.0,5,validation,6.713928146519052e-06,1
13,2,0.25417378544807434,3.9997447967529296,1.3862305641174317,0.06148647889494896,0.9999539852142334,0,1.0,5,validation,7.5321029064949345e-06,1
14,2,0.2559923350811005,3.998960542678833,1.3860344409942627,0.11804388612508773,0.9998125076293946,1,1.0,5,validation,2.1336897734034016e-05,1
15,2,0.27018089294433595,3.995429039001465,1.3851509809494018,0.09179841279983521,0.9991752147674561,3,1.0,5,validation,3.19598304468849e-05,1
0,3,0.25255359411239625,3.999763298034668,1.3862351894378662,0.06719504073262214,0.9999572992324829,1,1.0,5,train,2.992129420759948e-07,1
1,3,0.2559890866279602,3.99849419593811,1.385917854309082,0.06678606513887644,0.9997284173965454,1,1.0,5,train,7.4214844003864835e-06,1
2,3,0.2746755838394165,3.9917370796203615,1.3842264890670777,0.09008721597492694,0.998508358001709,1,1.0,5,train,3.2771455446405384e-05,1
3,3,0.25362632870674134,3.999837589263916,1.3862537622451783,0.07612011134624481,0.9999706983566284,3,1.0,5,train,1.2938464690413605e-06,1
4,3,0.2530215382575989,3.9997119903564453,1.3862223625183105,0.08440414629876614,0.9999480605125427,3,1.0,5,train,4.76837158203125e-07,1
5,3,0.26973280906677244,3.9946863651275635,1.3849650621414185,0.044848419912159446,0.9990411043167114,3,1.0,5,train,3.0212323886776694e-05,1
6,3,0.2795207560062408,3.9855531215667725,1.382676100730896,0.05478281155228615,0.9973899722099304,3,1.0,5,train,5.581900357573944e-05,1
7,3,0.2517623543739319,3.999940299987793,1.3862794399261475,0.06300682872533798,0.9999892354011536,1,1.0,5,train,1.7487641163723228e-06,1
8,3,0.256445449590683,3.99900164604187,1.386044716835022,0.09973307885229588,0.9998199105262756,2,1.0,5,train,1.964965451635317e-06,1
9,3,0.26229130029678344,3.9947625160217286,1.3849841356277466,0.008331236802041531,0.9990548849105835,3,1.0,5,train,1.7644183014408186e-05,1
10,3,0.2779602348804474,3.9876949310302736,1.3832133531570434,0.02276299400255084,0.99777752161026,0,1.0,5,train,3.154585045565435e-05,1
11,3,0.2592462658882141,3.9979973793029786,1.3857935905456542,0.02859531231224537,0.9996387720108032,0,1.0,5,train,1.1552665676317422e-05,1
12,3,0.25497424602508545,3.9994522094726563,1.3861574172973632,0.07791921719908715,0.9999011993408203,0,1.0,5,train,2.4480027437486022e-06,1
13,3,0.25173611044883726,3.9999642372131348,1.386285424232483,0.06268754005432128,0.9999935507774353,0,1.0,5,train,1.9822465358157027e-06,1
14,3,0.2541133463382721,3.999355602264404,1.3861332654953002,0.013483019545674324,0.9998837947845459,2,1.0,5,train,1.0390578738828949e-05,1
15,3,0.26823601722717283,3.9960540294647218,1.3853073835372924,0.13925698697566985,0.9992880463600159,3,1.0,5,train,3.255544368217914e-05,1
0,3,0.2525646805763245,3.999765968322754,1.3862358570098876,0.060251104086637496,0.9999577879905701,1,1.0,5,validation,1.2168693690466733e-06,1
1,3,0.25608935952186584,3.9984568119049073,1.3859085083007812,0.060785706900060174,0.9997216701507569,1,1.0,5,validation,1.736724296121143e-05,1
2,3,0.27428776025772095,3.9918119430541994,1.384245252609253,0.08049212247133256,0.998521876335144,1,1.0,5,validation,1.023097710757694e-05,1
3,3,0.2536675751209259,3.9998332977294924,1.3862526893615723,0.0817795991897583,0.9999699354171753,3,1.0,5,validation,1.2855825151961241e-06,1
4,3,0.2530796527862549,3.999710273742676,1.3862219333648682,0.07690384909510613,0.9999477505683899,3,0.8,5,validation,5.754241173814378e-07,2
5,3,0.26952633261680603,3.9947630882263185,1.384984278678894,0.03405495323240757,0.9990549802780151,3,1.0,5,validation,3.5373375655594944e-05,1
6,3,0.2795249104499817,3.9854694843292235,1.3826551198959351,0.05570039302110672,0.9973748445510864,3,1.0,5,validation,0.00010231881308371524,1
7,3,0.2520543336868286,3.999924564361572,1.3862755060195924,0.07215458378195763,0.9999863982200623,1,1.0,5,validation,3.4399678372549804e-06,1
8,3,0.2563543677330017,3.99900164604187,1.386044716835022,0.09289079941809178,0.9998199105262756,2,1.0,5,validation,6.825395514354843e-06,1
9,3,0.2623473107814789,3.9947065353393554,1.3849701166152955,0.008492051623761654,0.9990447521209717,3,1.0,5,validation,3.556790500276576e-05,1
10,3,0.27794343829154966,3.987688446044922,1.3832117319107056,0.029808291140943764,0.9977763414382934,0,1.0,5,validation,3.581748197238631e-05,1
11,3,0.2593377470970154,3.9979498863220213,1.385781717300415,0.03463059309870005,0.9996302008628846,0,1.0,5,validation,1.3168607288497406e-05,1
12,3,0.2549658715724945,3.99945125579834,1.386157178878784,0.07546497955918312,0.9999010443687439,0,1.0,5,validation,3.082660952497952e-06,1
13,3,0.25175625681877134,3.9999614715576173,1.3862847328186034,0.06635380908846855,0.9999930381774902,0,1.0,5,validation,3.5296821852424047e-06,1
14,3,0.25397292375564573,3.99938325881958,1.3861401796340942,0.014341489970684051,0.9998887777328491,2,1.0,5,validation,9.939367173474441e-06,1
15,3,0.26794576048851015,3.996219348907471,1.3853487491607666,0.155895659327507,0.9993178963661193,3,1.0,5,validation,2.5670800885631946e-05,1
0,4,0.2524324655532837,3.999825382232666,1.3862507104873658,0.0703341856598854,0.9999685287475586,1,1.0,5,train,9.80854150329791e-07,1
1,4,0.25573575496673584,3.998764181137085,1.3859853506088258,0.030264307744801044,0.999777090549469,1,1.0,5,train,6.811327138577325e-06,1
2,4,0.2761369049549103,3.9912486553192137,1.3841041326522827,0.05520149767398834,0.9984200835227967,1,1.0,5,train,3.5780763081855956e-05,1
3,4,0.2587184011936188,3.9990563869476317,1.3860584020614624,0.015982014872133733,0.9998297929763794,3,1.0,5,train,3.325704169772429e-06,1
4,4,0.2521656095981598,3.9998356819152834,1.38625328540802,0.058109496347606183,0.9999703645706177,1,0.8,5,train,9.371397021786474e-07,2
5,4,0.2736585378646851,3.9925586700439455,1.3844322919845582,0.03773149289190769,0.9986567974090577,3,1.0,5,train,3.8813417005911656e-05,1
6,4,0.2895896852016449,3.9730586051940917,1.37953622341156,0.021385587099939585,0.9951250314712524,3,1.0,5,train,7.940558427184968e-05,1
7,4,0.25641498565673826,3.9994712829589845,1.3861621856689452,0.07835657969117164,0.9999046564102173,2,1.0,5,train,2.926581988745958e-06,1
8,4,0.25505322217941284,3.999386024475098,1.3861408710479737,0.057698702160269025,0.9998892784118653,2,1.0,5,train,1.814958986584497e-06,1
9,4,0.27472478747367857,3.9874855518341064,1.3831608295440674,0.029973472096025945,0.9977396368980408,0,1.0,5,train,1.123005922380021e-05,1
10,4,0.2574707865715027,3.998659944534302,1.3859592914581298,0.03240941390395165,0.9997582912445069,3,1.0,5,train,7.591301472151344e-06,1
11,4,0.26039095520973204,3.9978002548217773,1.3857442617416382,0.09124609380960465,0.9996031761169434,0,1.0,5,train,1.188080711547656e-05,1
12,4,0.25304800271987915,3.999701499938965,1.3862197399139404,0.11071186289191245,0.9999461650848389,0,0.6,5,train,1.1151007970493858e-06,2
13,4,0.2509149134159088,3.9999691009521485,1.3862866401672362,0.10296841859817504,0.999994421005249,2,0.6,5,train,1.0268619283370033e-06,2
14,4,0.2530581414699554,3.999796009063721,1.3862433671951293,0.08415714055299758,0.9999632000923157,1,1.0,5,train,1.3199542453407983e-05,1
15,4,0.27311378717422485,3.9937262535095215,1.3847246885299682,0.12346971929073333,0.9988677144050598,3,1.0,5,train,3.94166196399703e-05,1
0,4,0.25244393944740295,3.999828052520752,1.3862513780593873,0.05515179932117462,0.9999689936637879,1,1.0,5,validation,1.1819166715569914e-06,1
1,4,0.25577411651611326,3.998743104934692,1.3859800815582275,0.02905443627387285,0.9997732877731323,1,1.0,5,validation,1.6604489019119156e-05,1
2,4,0.27574995160102844,3.991344451904297,1.3841281175613402,0.04851918388158083,0.9984373807907104,1,1.0,5,validation,1.2624764680155078e-05,1
3,4,0.25877068042755125,3.9990437984466554,1.3860552549362182,0.01719006560742855,0.999827527999878,3,1.0,5,validation,3.4234035525522103e-06,1
4,4,0.2521557629108429,3.9998329162597654,1.3862525939941406,0.05085798129439354,0.9999698758125305,1,1.0,5,validation,1.0715582396623722e-06,1
5,4,0.2734482765197754,3.9926547050476073,1.3844563484191894,0.02785939406603575,0.9986741542816162,3,1.0,5,validation,4.598926913908599e-05,1
6,4,0.28959214091300967,3.9729410648345946,1.3795066356658936,0.023995599523186684,0.9951036930084228,3,1.0,5,validation,0.0001451963665831295,1
7,4,0.25613913536071775,3.999489402770996,1.3861667156219482,0.09233472570776939,0.999907910823822,2,1.0,5,validation,3.8057460669011904e-06,1
8,4,0.2549633920192719,3.999386692047119,1.386141037940979,0.044003586377948524,0.9998893976211548,2,1.0,5,validation,5.203318210853806e-06,1
9,4,0.27465944886207583,3.987460231781006,1.3831544876098634,0.027321756724268197,0.997735059261322,0,1.0,5,validation,2.1325039237590275e-05,1
10,4,0.2574881136417389,3.998662328720093,1.3859598875045775,0.03557815849781036,0.9997587203979492,3,1.0,5,validation,9.220204719922516e-06,1
11,4,0.260495787858963,3.997742223739624,1.3857297420501709,0.1176241621375084,0.9995927095413208,0,1.0,5,validation,1.4597809072284395e-05,1
12,4,0.2530576944351196,3.9997017860412596,1.3862198114395141,0.09857615903019905,0.9999462008476258,0,0.6,5,validation,2.458429683837919e-06,2
13,4,0.25104368925094606,3.9999672889709474,1.386286187171936,0.10631590634584427,0.9999941110610961,2,0.6,5,validation,2.5366661221066257e-06,2
14,4,0.25287691354751585,3.9998247146606447,1.3862505435943604,0.09083184003829955,0.9999683976173401,1,1.0,5,validation,1.0892037386041276e-05,1
15,4,0.27271516919136046,3.9939850330352784,1.384789490699768,0.1347852498292923,0.9989144682884217,3,1.0,5,validation,3.5616496014114716e-05,1
0,5,0.2524926483631134,3.9998249053955077,1.3862505912780763,0.04521074779331684,0.999968421459198,1,1.0,5,test,1.4463187110999203e-06,1
1,5,0.2563867926597595,3.998852491378784,1.3860074281692505,0.05606416538357735,0.9997930288314819,1,1.0,5,test,1.0842476452891589e-05,1
2,5,0.27958354353904724,3.9891411304473876,1.383575963973999,0.1394673094153404,0.9980390906333924,1,1.0,5,test,3.638174945133562e-05,1
3,5,0.25582670569419863,3.999213123321533,1.3860976457595826,0.11496768891811371,0.9998580932617187,3,1.0,5,test,3.849371144945773e-06,1
4,5,0.2523638069629669,3.999772071838379,1.386237382888794,0.023876538686454295,0.9999589085578918,3,1.0,5,test,1.6170334775746508e-06,1
5,5,0.2744517982006073,3.991864824295044,1.384258508682251,0.015991622814908624,0.998531448841095,3,1.0,5,test,1.3814139949453607e-05,1
6,5,0.2825572192668915,3.9810130119323732,1.3815362930297852,0.13664427772164345,0.9965677857398987,3,1.0,5,test,6.198703093850836e-05,1
7,5,0.2544193148612976,3.999571704864502,1.3861872911453248,0.047590024024248126,0.9999227643013,2,1.0,5,test,1.810647448510367e-06,1
8,5,0.25448238253593447,3.9995168685913085,1.3861735820770265,0.042093869671225546,0.9999128818511963,2,1.0,5,test,2.555920560694006e-06,1
9,5,0.2782392740249634,3.9852662086486816,1.3826041221618652,0.012108222488313914,0.997338056564331,0,1.0,5,test,2.318183948503826e-05,1
10,5,0.25835248827934265,3.997794675827026,1.3857428550720214,0.015930802468210457,0.9996021628379822,0,0.6,5,test,5.534316142729369e-06,2
11,5,0.2633358895778656,3.9962528228759764,1.385357141494751,0.027395689580589532,0.9993239402770996,0,1.0,5,test,1.66011508914072e-05,1
12,5,0.25336474776268003,3.9997303009033205,1.3862269401550293,0.08284918665885925,0.9999513626098633,1,1.0,5,test,3.6045782646669212e-06,1
13,5,0.25151007771492007,3.999960517883301,1.3862844944000243,0.06462396681308746,0.9999928832054138,2,0.8,5,test,4.0525898872645566e-06,2
14,5,0.2517453908920288,3.9999332427978516,1.386277675628662,0.07652926370501519,0.9999879717826843,1,1.0,5,test,8.165183702548902e-06,1
15,5,0.27630730271339415,3.9919373035430907,1.3842766523361205,0.0986565887928009,0.9985445380210877,3,1.0,5,test,8.559751627365013e-05,1
0,5,0.25252568125724795,3.999825382232666,1.3862507104873658,0.05636792443692684,0.9999685168266297,1,1.0,5,train,2.443063441743755e-07,1
1,5,0.25616896748542783,3.9989145755767823,1.38602294921875,0.04881770610809326,0.9998042106628418,1,1.0,5,train,5.153923712440414e-06,1
2,5,0.2797053217887878,3.9891283988952635,1.383572769165039,0.09900962784886361,0.998036777973175,1,1.0,5,train,4.1542906644031196e-05,1
3,5,0.2557945728302002,3.9992183685302733,1.3860989570617677,0.09175082296133041,0.9998590350151062,3,1.0,5,train,4.3657299898217395e-06,1
4,5,0.2523360550403595,3.9997748374938964,1.3862380743026734,0.038479169644415376,0.99995938539505,3,1.0,5,train,1.0775095499493281e-06,1
5,5,0.2747854769229889,3.9917014598846436,1.3842175722122192,0.013568492699414491,0.9985019087791442,3,1.0,5,train,4.120734257776382e-05,1
6,5,0.2825865507125854,3.980927753448486,1.381514883041382,0.0582829050719738,0.9965523242950439,3,1.0,5,train,6.75506778675654e-05,1
7,5,0.25452800989151003,3.9995671272277833,1.386186146736145,0.039505660161376,0.9999219298362731,2,1.0,5,train,2.4392795799692744e-06,1
8,5,0.2544277191162109,3.9995123863220217,1.3861724615097046,0.07101509924978018,0.9999120593070984,2,1.0,5,train,1.3529072722540956e-06,1
9,5,0.2783594012260437,3.9852311611175537,1.3825953245162963,0.019861297961324454,0.997331702709198,0,1.0,5,train,1.0769620834972056e-05,1
10,5,0.2582898437976837,3.997772550582886,1.3857373237609862,0.016431612987071277,0.9995981812477112,0,0.6,5,train,5.3481012785181125e-06,2
11,5,0.26329838037490844,3.9962796688079836,1.3853638410568236,0.02033039629459381,0.9993287563323975,0,1.0,5,train,1.7578500137904128e-05,1
12,5,0.25336716175079343,3.9997333526611327,1.3862277030944825,0.12858981043100357,0.9999519228935242,1,1.0,5,train,7.835234034135334e-07,1
13,5,0.25120598673820493,3.9999680519104004,1.3862863779067993,0.08778514415025711,0.9999942302703857,2,1.0,5,train,5.65459309846469e-07,1
14,5,0.2520119667053223,3.9999038696289064,1.3862703323364258,0.0952898308634758,0.9999826550483704,1,1.0,5,train,8.54764688948181e-06,1
15,5,0.2764985620975494,3.9917930126190186,1.3842405080795288,0.1149145171046257,0.998518455028534,3,1.0,5,train,3.912662451457532e-05,1
0,5,0.2525375664234161,3.999827480316162,1.3862512350082397,0.044627520442008975,0.9999688982963562,1,1.0,5,validation,7.511131287585909e-07,1
1,5,0.25625829100608827,3.9988924503326415,1.386017417907715,0.0441353801637888,0.9998002290725708,1,1.0,5,validation,1.2527019013458916e-05,1
2,5,0.2793189287185669,3.9892507553100587,1.3836034297943116,0.0864862009882927,0.9980589032173157,1,1.0,5,validation,1.6693004129094965e-05,1
3,5,0.25584306120872496,3.999208450317383,1.386096477508545,0.10363118574023247,0.9998572587966919,3,1.0,5,validation,3.861902642947451e-06,1
4,5,0.2523361146450043,3.999771976470947,1.3862373590469361,0.036680979654192924,0.999958872795105,3,0.8,5,validation,1.3732372048219878e-06,2
5,5,0.2745743036270142,3.991802787780762,1.3842429637908935,0.011182969994843006,0.9985202312469482,3,1.0,5,validation,4.8871200041854765e-05,1
6,5,0.28258934020996096,3.980825901031494,1.3814893007278441,0.06598913595080376,0.9965338826179504,3,1.0,5,validation,0.00012427345166384846,1
7,5,0.2542523920536041,3.9995748519897463,1.3861880779266358,0.042200923711061475,0.9999233365058899,2,1.0,5,validation,1.576089275459138e-06,1
8,5,0.2543383538722992,3.9995119094848635,1.386172342300415,0.062076262291520835,0.9999119758605957,2,1.0,5,validation,4.954433302565332e-06,1
9,5,0.27829217314720156,3.9852138996124267,1.3825909852981568,0.017899405490607024,0.9973285794258118,0,1.0,5,validation,1.9095155208942296e-05,1
10,5,0.2582832992076874,3.99777569770813,1.3857381105422975,0.017307001166045666,0.999598753452301,0,0.6,5,validation,6.883446214755115e-06,2
11,5,0.2633936762809753,3.996209812164307,1.3853463649749755,0.027056210860610008,0.9993161678314209,0,1.0,5,validation,1.9569685408212193e-05,1
12,5,0.25337437391281126,3.9997345924377443,1.3862280130386353,0.11318964138627052,0.9999521374702454,1,1.0,5,validation,2.7348076416104322e-06,1
13,5,0.2512523829936981,3.999966526031494,1.3862859964370728,0.09152356721460819,0.9999939560890198,2,0.8,5,validation,1.1992241229972165e-06,2
14,5,0.2518314242362976,3.9999231338500976,1.3862751483917237,0.11018112897872925,0.9999861478805542,1,1.0,5,validation,7.210634794975376e-06,1
